livable_surface,bedrooms,bathrooms,toilets,build_year,facades,number_of_floors,primary_energy_consumption,land_surface,latitude,longitude,nearest_city_distance_km,property_type,province,region,epc,building_state,kitchen_equipment,heating_type,new_construction,furnished,terrace,garden,swimming_pool,elevator,cellar,solar_panels,air_conditioning,has_parking,price,neighbourhood_price_index
75.0,2.0,1.0,1.0,1967.0,2.0,4.0,106.0,,51.2238191,4.4181666,,flat,Antwerp,Flanders,B,B,Super equipped,Gas,0,0,0,0,0,1,1,0,0,0,1200.0,71.4
240.0,4.0,3.0,,,,,,,50.8782356,4.4734058,,house,Flemish Brabant,Flanders,A,,,,0,0,0,0,0,0,0,0,0,0,3300.0,56.1
,,,,,,,,,50.8219346,4.3434563,,flat,Brussels,Brussels,,,,,0,0,0,0,0,0,0,0,0,0,820.0,73.6
115.0,2.0,1.0,2.0,2005.0,4.0,6.0,91.0,,50.83024,4.459438,7.91,flat,Brussels,Brussels,B,Excellent,Super equipped,Gas,0,0,1,0,0,1,1,0,0,1,1750.0,67.6
188.0,2.0,1.0,2.0,2013.0,,,80.0,,51.0242485,3.1452685,8.74,duplex,West Flanders,Flanders,A,,,Gas,0,0,1,0,0,1,0,0,0,1,740.0,6.2
31.0,,,,,,,,,50.8390923,4.362643,,flat,Brussels,Brussels,,,,,0,0,0,0,0,0,0,0,0,0,1490.0,79.2
248.0,3.0,1.0,2.0,,2.0,4.0,114.0,,50.8411909,4.3554226,0.72,loft,Brussels,Brussels,C,Excellent,Super equipped,Gas,0,0,0,0,0,0,1,0,0,0,3100.0,75.2
,3.0,2.0,,,,,,,51.122076,2.9565137,,house,West Flanders,Flanders,B,,,,0,0,0,0,0,0,0,0,0,0,900.0,4.7
108.0,2.0,1.0,,,,,,,50.8522663,4.3823413,,flat,Brussels,Brussels,B,,,,0,0,0,0,0,0,0,0,0,0,2200.0,79.9
,1.0,1.0,1.0,,3.0,1.0,,,50.3947389,4.704274499999999,,flat,Namur,Wallonie,,,Partially equipped,Fuel oil,0,0,0,0,0,0,0,0,0,0,690.0,15.9
,,,,,,,,,50.806028,5.198322,,flat,Limburg,Flanders,A,,,,0,0,0,0,0,0,0,0,0,0,1200.0,31.1
101.0,2.0,1.0,1.0,2016.0,3.0,2.0,108.0,,50.7109736,4.5306325,19.73,flat,Walloon Brabant,Wallonia,B,Excellent,Super equipped,Gas,0,1,1,0,0,1,1,0,0,0,1500.0,51.6
65.0,2.0,1.0,1.0,2010.0,4.0,2.0,234.0,,50.5381032,4.3667175,13.96,flat,Hainaut,Wallonia,C,Excellent,,Gas,0,0,0,0,0,0,0,0,0,0,775.0,34.8
137.0,4.0,1.0,2.0,,2.0,,28.0,,51.2375847,5.1457822,,house,Antwerp,Flanders,A,,Fully equipped,Gas,0,0,0,0,0,0,0,0,0,1,1300.0,27.8
187.0,3.0,1.0,,,,,,,51.1245912,3.1579055,,house,West Flanders,Flanders,B,,,,0,0,0,0,0,0,0,0,0,0,1275.0,19.5
115.0,3.0,2.0,2.0,1950.0,3.0,3.0,274.0,,50.8450869,4.412107,4.37,penthouse,Brussels,Brussels,E,Excellent,Super equipped,Gas,0,0,1,0,0,1,1,0,0,1,1600.0,51.0
85.0,2.0,1.0,,,,,,,50.8528019,4.4422023,,flat,Brussels,Brussels,B,,,,0,0,0,0,0,0,0,0,0,0,1650.0,86.2
186.0,4.0,4.0,,,,,,,50.842181,4.4518151,,house,Brussels,Brussels,C,,,,0,0,0,0,0,0,0,0,0,0,2400.0,76.9
,1.0,,,,,,,,50.8759869,4.3774182,,flat,Brussels,Brussels,,,,,0,0,0,0,0,0,0,0,0,0,790.0,69.6
155.0,3.0,1.0,2.0,1956.0,3.0,,,387.0,50.5867574,5.4993167,,house,Liège,Wallonie,,,,Gas,0,0,1,1,0,0,0,0,0,0,1250.0,30.1
115.0,3.0,1.0,,,,,,,50.35891005,4.27942588,,villa,Hainaut,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,1300.0,12.9
23.0,1.0,1.0,1.0,,,,190.0,,50.8235717,4.3766927,3.19,flatStudio,Brussels,Brussels,D,,,,0,1,0,0,0,0,0,0,0,0,630.0,93.1
70.0,1.0,1.0,,,,,,,50.7862464,4.6168501,,flat,Flemish Brabant,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,1161.0,17.0
70.0,2.0,1.0,,,,,,,50.5225354,5.2427785,,flat,Liège,Wallonia,C,,,,0,0,0,0,0,0,0,0,0,0,825.0,22.3
94.0,2.0,1.0,,1962.0,,,,,51.030163,3.7257878,2.75,flat,East Flanders,Flanders,,Fully renovated,Super equipped,Gas,0,0,0,1,0,0,0,0,0,0,1100.0,47.7
193.0,2.0,2.0,3.0,2010.0,4.0,3.0,115.0,,50.8381484,4.4329851,5.91,flat,Brussels,Brussels,C,Excellent,,,0,0,1,0,0,1,0,0,0,1,3100.0,72.3
50.0,1.0,,,,2.0,3.0,180.0,,50.8433938,4.405122899999999,,flat,Brussels,Brussels,D,,Not equipped,,0,0,1,0,0,0,0,0,0,0,900.0,88.1
,3.0,,,,,,,,50.5098875,3.8774514,,house,Hainaut,Wallonie,C,,,,0,0,0,0,0,0,0,0,0,0,1500.0,19.7
180.0,3.0,2.0,2.0,1970.0,3.0,4.0,149.0,,50.8381484,4.4329851,5.91,flat,Brussels,Brussels,C,Excellent,Super equipped,Gas,0,0,1,0,0,1,0,0,0,1,2850.0,72.3
90.0,2.0,1.0,1.0,2017.0,2.0,4.0,,,50.8490833,4.3402037,,flat,Brussels,Brussels,B,A,Super equipped,Gas,0,0,1,0,0,1,1,0,0,1,1700.0,70.4
82.0,3.0,1.0,1.0,,,,148.0,,50.4063872,4.4470787,0.52,flat,Hainaut,Wallonia,B,Excellent,Fully equipped,Gas,0,0,0,0,0,1,0,0,0,0,950.0,15.5
78.0,1.0,1.0,1.0,,4.0,,68.0,,50.6119632,3.3792803,,flat,Hainaut,Wallonie,A,B,Super equipped,Gas,0,0,1,0,0,1,0,0,0,0,650.0,36.6
160.0,4.0,1.0,,,,,155.0,,50.73889135,3.22244879,1.23,house,Hainaut,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,975.0,11.5
110.0,3.0,,1.0,2025.0,4.0,3.0,29.0,,50.7171712,5.5783228,,flat,Liège,Wallonie,A+,A,Fully equipped,,0,0,1,0,0,1,0,0,0,1,1200.0,13.9
115.0,2.0,1.0,,,,,,,50.8296335,3.2542409,,flat,West Flanders,Flanders,A,,,,0,0,0,0,0,0,0,0,0,0,1350.0,18.2
170.0,3.0,2.0,,,,,,,50.8504015,4.3553227,,triplex,Brussels,Brussels,B,,,,0,0,0,0,0,0,0,0,0,0,2600.0,77.5
70.0,2.0,1.0,,,,,,,50.0501071,5.5139127,,duplex,Luxembourg,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,675.0,17.5
43.0,,1.0,,,,,,,50.817175,4.425082,,flatStudio,Brussels,Brussels,C,,,,0,0,0,0,0,0,0,0,0,0,900.0,81.2
,1.0,,,,,,,,50.8637363,4.3367607,,flat,Brussels,Brussels,,,,,0,0,0,0,0,0,0,0,0,0,1410.0,80.8
40.0,1.0,,1.0,,2.0,2.0,366.0,,50.6064788,3.3888574,,flatStudio,Hainaut,Wallonie,E,A,Partially equipped,Gas,0,0,0,0,0,0,0,0,0,0,470.0,26.2
78.0,2.0,,1.0,1980.0,4.0,,379.0,574.0,50.63504685,5.24425435,18.97,house,Liège,Wallonia,E,,,,0,0,1,1,0,0,0,0,0,1,990.0,26.4
70.0,2.0,1.0,1.0,,2.0,1.0,97.0,,50.0501071,5.5139127,59.33,duplex,Luxembourg,Wallonia,B,Excellent,Fully equipped,Gas,0,0,0,0,0,0,0,0,0,1,675.0,17.5
46.0,,1.0,1.0,,4.0,3.0,242.0,,50.8157874,4.3878579,4.35,flatStudio,Brussels,Brussels,E,Excellent,Fully equipped,Fuel oil,0,0,0,0,0,0,0,0,0,0,745.0,75.3
105.0,2.0,1.0,,,,,,,50.5660686,4.25744159,,flat,Hainaut,Wallonia,D,,,,0,0,0,0,0,0,0,0,0,0,725.0,50.1
70.0,2.0,1.0,,,,,,,50.69364,4.04943,,flat,Hainaut,Wallonia,F,,,,0,0,0,0,0,0,0,0,0,0,850.0,19.9
350.0,6.0,2.0,4.0,1963.0,2.0,3.0,171.0,230.0,50.8491623,4.4290502,,house,Brussels,Brussels,D,A,Super equipped,Fuel oil,0,0,1,1,0,0,1,0,0,1,3950.0,79.5
,1.0,1.0,1.0,,,2.0,,,50.8574423,4.3676218,,house,Brussels,Brussels,C,B,Super equipped,,0,0,1,0,0,0,0,0,0,0,490.0,86.7
118.0,2.0,2.0,2.0,2025.0,2.0,6.0,39.0,,50.8528019,4.4422023,6.52,flat,Brussels,Brussels,A,New,Super equipped,,0,0,1,0,0,1,1,1,0,1,1985.0,86.2
110.0,2.0,1.0,1.0,,,4.0,108.0,,50.61102,3.398811,0.81,flat,Hainaut,Wallonia,B,Excellent,,Gas,0,0,0,0,0,1,0,0,0,0,1000.0,21.1
300.0,4.0,2.0,,,,,,,50.6936477,4.3938888,,house,Walloon Brabant,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,2150.0,52.6
,1.0,1.0,1.0,,2.0,4.0,,,50.8255207,4.3471714,,flatStudio,Brussels,Brussels,,B,Super equipped,Gas,0,0,0,0,0,0,0,0,0,0,575.0,70.9
185.0,4.0,2.0,3.0,2023.0,3.0,2.0,29.0,,50.78681,4.3198,6.99,house,Brussels,Brussels,A,New,,,0,0,1,1,0,0,0,1,0,1,3000.0,63.7
91.0,2.0,1.0,1.0,,4.0,2.0,208.0,,51.29752,4.51437,11.66,flat,Antwerp,Flanders,C,Normal,,Gas,0,0,1,0,0,0,0,0,0,0,870.0,37.0
,2.0,1.0,1.0,,3.0,3.0,,,50.8665776,4.4345886,,flat,Flemish Brabant,Flanders,C,B,,Gas,0,0,1,0,0,0,0,0,0,1,1400.0,85.3
,,,,,,,,,51.2252335,4.4152136,,flat,Antwerp,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,1550.0,70.8
178.0,4.0,2.0,2.0,2016.0,3.0,2.0,140.0,,50.71469,4.3991,15.08,house,Walloon Brabant,Wallonia,B,Excellent,Super equipped,,0,0,1,1,1,0,0,0,0,1,2390.0,57.0
94.0,2.0,2.0,,,,,,,51.2182584,2.887066,2.11,flat,West Flanders,Flanders,,Excellent,Super equipped,Gas,0,1,1,0,0,1,0,0,0,0,3099.0,54.4
,,,,,,,,,51.0203122,4.4842975,0.91,flat,Antwerp,Flanders,,,,,0,1,0,0,0,0,0,0,0,0,800.0,56.4
65.0,1.0,,,,,,,,50.4631958,4.8664846,,flat,Namur,Wallonia,,,,,0,0,0,0,0,0,0,0,0,0,900.0,63.6
266.0,5.0,4.0,4.0,1895.0,2.0,3.0,330.0,160.0,50.8301436,4.3402184,1.96,house,Brussels,Brussels,F,Excellent,Super equipped,Gas,0,0,1,1,0,0,1,0,0,0,3800.0,77.4
117.0,3.0,1.0,2.0,2012.0,2.0,3.0,117.0,,51.1589733,2.7703913,12.48,house,West Flanders,Flanders,B,,,,0,0,0,0,0,0,0,0,0,1,1100.0,58.4
95.0,2.0,1.0,1.0,,,,117.0,,50.8460094,2.8773074,20.55,duplex,West Flanders,Flanders,B,,,Gas,0,0,1,0,0,0,0,1,0,0,795.0,6.1
100.0,3.0,1.0,,,,,,55.0,50.8398212,4.4671004,8.26,house,Flemish Brabant,Flanders,,Normal,,Gas,0,0,0,0,0,0,1,0,0,0,1300.0,61.5
62.0,1.0,1.0,,,,,,,50.85442,4.431314,,flat,Brussels,Brussels,D,,,,0,0,0,0,0,0,0,0,0,0,1180.0,76.3
215.0,3.0,1.0,3.0,,3.0,1.0,110.0,400.0,50.5838084,4.7656195,,house,Namur,Wallonie,B,A,Super equipped,Gas,0,0,1,1,0,0,1,0,0,1,1600.0,30.9
147.0,3.0,1.0,1.0,1958.0,,,46.0,,50.842365,4.423892,5.22,flat,Brussels,Brussels,B,Normal,,,0,0,1,0,0,1,0,0,0,1,2200.0,75.7
81.0,2.0,1.0,,,,,,,51.13169,5.08106,,flat,Antwerp,Flanders,C,,,,0,0,0,0,0,0,0,0,0,0,800.0,21.9
,1.0,,,,,1.0,,,50.4571335,4.3810217,,flat,Hainaut,Wallonie,D,,,,0,0,0,0,0,0,0,0,0,0,675.0,30.0
150.0,3.0,2.0,2.0,2012.0,3.0,2.0,117.0,,50.7309955,4.4856707,16.02,duplex,Walloon Brabant,Wallonia,B,Excellent,Super equipped,,0,0,1,1,0,1,1,0,0,1,1625.0,44.9
71.0,2.0,1.0,,,,,,,51.1033586,5.1785757,,flat,Limburg,Flanders,B,,,,0,0,0,0,0,0,0,0,0,0,880.0,31.1
65.0,1.0,1.0,,,,,,,50.8219896,4.3637756,,flat,Brussels,Brussels,,,,,0,0,0,0,0,0,0,0,0,0,1250.0,81.6
95.0,2.0,1.0,,,,,,,50.4858721,3.9447825,,duplex,Hainaut,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,1200.0,33.2
40.0,1.0,1.0,1.0,,,,313.0,,50.8427501,4.3515499,0.45,flatStudio,Brussels,Brussels,F,,,,0,1,0,0,0,0,0,0,0,0,950.0,87.1
,,,,,,,,,51.2145072,4.4398313,2.66,flat,Antwerp,Flanders,,,,,0,1,0,0,0,0,0,0,0,0,2600.0,72.7
61.0,2.0,,,1960.0,2.0,,,224.0,50.62823909999999,5.527693699999999,,house,Liège,Wallonie,D,,,Gas,0,0,0,0,0,0,0,0,0,0,800.0,36.5
131.0,3.0,1.0,2.0,2026.0,3.0,,,364.0,50.87752,4.074769,7.48,house,East Flanders,Flanders,,New,,Electricity,0,0,1,1,0,0,0,1,0,1,1400.0,26.2
480.0,5.0,3.0,,,,,,,50.8385762,4.4693194,,house,Flemish Brabant,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,3850.0,60.6
167.0,3.0,2.0,,,,,,,50.8279684,4.3625983,,penthouse,Brussels,Brussels,C,,,,0,0,0,0,0,0,0,0,0,0,4500.0,87.2
316.0,5.0,2.0,3.0,,3.0,1.0,,,50.834669,4.4668585,,house,Brussels,Brussels,B,A,Super equipped,Gas,0,0,1,0,0,0,1,0,0,1,3300.0,63.2
106.0,2.0,1.0,1.0,,,,169.0,,50.6056059,3.3880367,0.19,flat,Hainaut,Wallonia,B,,,Gas,0,0,1,0,0,1,1,0,0,0,1050.0,19.8
,4.0,1.0,,,2.0,,,,51.0418763,5.2766253,,house,Limburg,Flanders,E,B,Partially equipped,,0,0,1,0,0,0,0,0,0,1,950.0,24.1
19.0,,,,,,,,,50.8508384,4.4408714,6.4,flat,Brussels,Brussels,,,,,0,0,1,0,0,0,0,0,0,0,1160.0,82.5
65.0,2.0,1.0,1.0,,2.0,3.0,103.0,,50.7890188,4.3747279,6.65,flat,Brussels,Brussels,C,Normal,Fully equipped,Gas,0,0,1,0,0,0,1,0,0,0,1400.0,64.8
149.0,3.0,1.0,2.0,2014.0,,,53.0,,51.2352852,2.9510858,,house,West Flanders,Flanders,A,A,,,0,0,1,0,0,0,0,0,0,1,1150.0,40.4
71.0,1.0,1.0,,,,4.0,,,50.2282896,5.3441606,41.03,flat,Luxembourg,Wallonia,,,,Gas,0,0,1,0,0,1,1,1,0,0,810.0,30.0
88.0,2.0,,,,,,,,50.49061095,5.0972255,,flat,Namur,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,900.0,32.1
187.0,3.0,1.0,,1945.0,3.0,,,100.0,50.1798368,5.5750408,45.21,house,Luxembourg,Wallonia,,,,Fuel oil,0,0,1,0,0,0,0,0,0,1,850.0,25.5
115.0,3.0,2.0,,,,,,,50.6571816,5.5218659,,flat,Liège,Wallonia,A,,,,0,0,0,0,0,0,0,0,0,0,1150.0,26.8
90.0,1.0,,,,,,,,50.48805,5.098207,,flat,Namur,Wallonia,E,,,,0,0,0,0,0,0,0,0,0,0,650.0,32.1
,4.0,2.0,,,3.0,,601.0,,50.3174217,4.187774399999999,,house,Hainaut,Wallonie,G,B,,,0,0,1,0,0,0,0,0,0,1,820.0,9.3
90.0,2.0,1.0,1.0,,2.0,3.0,215.0,,50.4131773,4.4446911,0.26,flat,Hainaut,Wallonia,C,Excellent,Super equipped,Gas,0,0,0,0,0,0,0,0,0,0,780.0,23.9
75.0,1.0,1.0,1.0,,,,,,50.8307804,4.35062269,1.77,flat,Brussels,Brussels,,Fully renovated,,Gas,0,0,0,1,0,0,0,0,0,0,1150.0,88.6
192.0,4.0,1.0,2.0,,4.0,2.0,341.0,,51.2106765,3.3131676,,house,West Flanders,Flanders,D,,,,0,0,1,0,0,0,0,0,0,0,1200.0,25.5
,,,,,,,,,50.843242,4.3467191,0.44,flat,Brussels,Brussels,,,,,0,1,0,0,0,0,0,0,0,0,1150.0,85.6
230.0,3.0,1.0,,2013.0,3.0,,127.0,343.0,51.1803295,3.0911657,,house,West Flanders,Flanders,B,,,Gas,0,0,0,1,0,0,0,0,0,0,1250.0,10.3
,3.0,1.0,1.0,2011.0,3.0,2.0,121.0,,50.9640057,4.5090895,7.41,house,Flemish Brabant,Flanders,B,,,Gas,0,0,1,1,0,0,0,0,0,1,1475.0,36.6
172.0,2.0,,1.0,,3.0,,169.0,,50.3470877,4.5276252,,,Hainaut,Wallonie,B,B,Fully equipped,Gas,0,0,0,0,0,0,0,0,0,1,920.0,33.5
130.0,3.0,2.0,3.0,,2.0,,434.0,,50.8434465,4.4207147,,house,Brussels,Brussels,G,B,Super equipped,Gas,0,0,1,0,0,0,1,0,0,0,1900.0,73.1
268.0,6.0,3.0,3.0,1980.0,4.0,1.0,376.0,908.0,50.7285386,4.388436599999999,,villa,Walloon Brabant,Wallonie,E,A,Fully equipped,Gas,0,0,1,1,0,0,1,0,0,1,3150.0,51.4
40.0,1.0,1.0,1.0,,4.0,9.0,176.0,,50.8079268,4.3915645,5.21,flat,Brussels,Brussels,D,Normal,Fully equipped,Gas,0,0,1,0,0,1,0,0,0,0,875.0,70.5
81.0,2.0,1.0,1.0,2020.0,,4.0,72.0,,50.445437,4.874146,2.45,flat,Namur,Wallonia,A,Excellent,Super equipped,Gas,0,0,1,0,0,1,1,0,0,1,990.0,33.8
250.0,5.0,2.0,,1930.0,,,,,50.6064788,3.3888574,,villa,Hainaut,Wallonie,E,,,,0,0,1,0,0,0,0,0,0,1,1300.0,26.2
,3.0,1.0,,,,,,,50.3168885,5.5241122,,house,Luxembourg,Wallonia,A,,,,0,0,0,0,0,0,0,0,0,0,1150.0,30.0
85.0,3.0,1.0,1.0,,,,83.0,,50.23048,5.34813,40.72,flat,Luxembourg,Wallonia,A,Excellent,,,0,0,1,1,0,1,0,0,0,1,870.0,30.0
154.0,4.0,2.0,,,4.0,,509.0,,50.7676883,4.5571186,,villa,Flemish Brabant,Flanders,F,A,,Fuel oil,0,0,1,0,0,0,0,0,0,1,1750.0,30.1
227.0,4.0,3.0,,,,,,,50.8362296,4.5497141,,house,Flemish Brabant,Flanders,B,,,,0,0,0,0,0,0,0,0,0,0,2450.0,38.3
84.0,2.0,1.0,,,,,,,50.8511676,2.8820671,,house,West Flanders,Flanders,C,,,,0,0,0,0,0,0,0,0,0,0,780.0,7.0
105.0,3.0,1.0,,,,,,,50.5178207,3.6661494,,flat,Hainaut,Wallonia,A,,,,0,0,0,0,0,0,0,0,0,0,1300.0,45.9
,3.0,1.0,1.0,,4.0,,,,50.95610509999999,4.144406,,house,East Flanders,Flanders,E,,,Gas,0,0,1,0,0,0,1,0,0,1,1050.0,32.9
347.0,4.0,0.0,0.0,1920.0,,3.0,305.0,180.0,50.8206334,4.3880549,,house,Brussels,Brussels,F,A,Not equipped,Gas,0,0,0,1,0,0,0,0,0,0,4250.0,77.5
51.0,1.0,1.0,1.0,,2.0,2.0,134.0,,50.832177,4.388949,3.18,flat,Brussels,Brussels,C,Excellent,Fully equipped,,0,1,0,0,0,0,0,0,0,0,1300.0,81.4
77.0,2.0,2.0,2.0,2018.0,2.0,6.0,93.0,,50.8235717,4.3766927,3.19,flat,Brussels,Brussels,B,Excellent,Super equipped,Gas,0,1,1,0,0,1,1,0,0,1,1900.0,93.1
228.0,5.0,2.0,3.0,,3.0,,112.0,,50.67687,4.71943,22.6,house,Walloon Brabant,Wallonia,B,Normal,,Gas,0,0,1,1,0,0,0,0,0,1,1850.0,26.7
300.0,4.0,,,,,,,,50.9229293,4.0037063,,house,East Flanders,Flanders,D,,,,0,0,0,0,0,0,0,0,0,0,1600.0,18.9
51.0,1.0,1.0,,,,,,,51.2272703,2.9130127,,flat,West Flanders,Flanders,C,,,,0,0,0,0,0,0,0,0,0,0,730.0,33.5
70.0,1.0,,1.0,2026.0,,4.0,,,50.6271694,5.5689724,,flat,Liège,Wallonie,A,,Fully equipped,Gas,0,0,1,0,0,1,1,0,0,1,1050.0,52.5
100.0,2.0,1.0,,,,,,,50.810096,4.4336618,,flat,Brussels,Brussels,C,,,,0,0,0,0,0,0,0,0,0,0,1500.0,64.9
73.0,1.0,1.0,,,,,,,50.0026218,5.716602,,flat,Luxembourg,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,700.0,21.2
61.0,1.0,1.0,1.0,,2.0,5.0,388.0,,50.8186518,4.3277475,3.49,flat,Brussels,Brussels,G,Normal,Super equipped,Gas,0,0,1,0,0,1,0,0,0,0,1000.0,71.0
115.0,3.0,2.0,1.0,,,,339.0,113.0,51.0798906,4.422604199999999,,house,Antwerp,Flanders,D,B,,,0,0,1,1,0,0,0,0,0,0,1300.0,51.2
110.0,2.0,1.0,2.0,2008.0,,2.0,138.0,,50.668081,4.6118324,24.35,flat,Walloon Brabant,Wallonia,B,Excellent,Super equipped,Gas,0,0,1,1,0,1,1,0,0,1,1750.0,52.6
,,,,,,,,,50.8485888,4.3645977,,flat,Brussels,Brussels,,,,,0,0,0,0,0,0,0,0,0,0,1850.0,92.6
150.0,3.0,1.0,2.0,,3.0,2.0,,390.0,50.5819245,4.4107546,,house,Walloon Brabant,Wallonie,C,,Fully equipped,Fuel oil,0,0,1,1,0,0,1,0,0,1,1300.0,30.2
131.0,2.0,1.0,1.0,1988.0,2.0,,96.0,,51.19494,5.114917,33.26,flat,Antwerp,Flanders,A,Normal,,,0,0,1,0,0,1,0,0,0,0,1100.0,30.2
244.0,3.0,,,,,,,,50.7020406,5.3840892,,house,Liège,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,1375.0,24.4
155.0,2.0,1.0,2.0,,2.0,,157.0,80.0,51.039323,3.214935,12.13,house,West Flanders,Flanders,B,,,Gas,0,0,1,1,0,0,0,0,0,0,775.0,8.3
82.0,2.0,1.0,1.0,,2.0,,289.0,,50.59616380000001,4.3204707,,house,Walloon Brabant,Wallonie,D,A,Super equipped,Gas,0,0,0,0,0,0,1,0,0,0,850.0,58.5
290.0,5.0,5.0,4.0,1987.0,4.0,2.0,229.0,1073.0,50.6997869,4.4143859,,villa,Walloon Brabant,Wallonie,C,A,Super equipped,Gas,0,0,1,0,0,0,1,0,0,1,3900.0,53.3
101.0,2.0,1.0,,,,,,,51.27867,4.43061,,flat,Antwerp,Flanders,B,,,,0,0,0,0,0,0,0,0,0,0,950.0,31.3
220.0,4.0,2.0,2.0,,2.0,4.0,248.0,,51.051172,3.7314743,,mansion,East Flanders,Flanders,C,B,Fully equipped,Gas,0,0,0,0,0,0,1,0,0,0,2000.0,50.0
,2.0,1.0,,,2.0,,,,51.2100497,4.80997,,house,Antwerp,Flanders,,,,,0,0,1,0,0,0,0,0,0,0,1495.0,40.1
65.0,1.0,1.0,1.0,,2.0,3.0,341.0,,50.8934816,4.3825991,5.69,flat,Brussels,Brussels,F,Normal,Super equipped,Gas,0,0,1,0,0,1,1,0,0,0,1000.0,72.8
101.0,2.0,1.0,1.0,2021.0,,,4.0,,50.9305998,3.6582105,,flat,East Flanders,Flanders,A,A,Super equipped,,0,0,1,0,0,1,0,0,0,1,950.0,14.4
55.0,1.0,1.0,1.0,,2.0,8.0,,,50.85256099999999,4.3662111,,flat,Brussels,Brussels,A,A,,,0,0,1,0,0,1,0,0,0,0,1450.0,86.9
,1.0,1.0,,,,,,,51.355194,3.3020517,,flat,West Flanders,Flanders,A,,,,0,0,0,0,0,0,0,0,0,0,1250.0,80.7
129.0,2.0,1.0,1.0,,4.0,,110.0,710.0,51.3020791,4.8743208,,house,Antwerp,Flanders,B,B,Partially equipped,,0,0,1,0,0,0,0,0,0,1,1150.0,16.9
250.0,4.0,2.0,3.0,1900.0,2.0,2.0,,,50.8241883,4.5138824,,house,Flemish Brabant,Flanders,C,A,Fully equipped,Gas,0,0,1,1,0,0,1,0,0,1,3900.0,66.7
114.0,3.0,1.0,,,,,169.0,,50.54642294,5.33111835,12.66,flat,Liège,Wallonia,B,Normal,,Gas,0,0,0,0,0,0,0,0,0,0,930.0,34.7
53.0,1.0,1.0,,2026.0,3.0,,,,50.8717943,3.2719621,4.88,flat,West Flanders,Flanders,,Excellent,,,0,0,1,1,0,0,0,1,1,0,670.0,28.3
88.0,2.0,1.0,,2021.0,,5.0,,,50.8748958,4.3489978,3.14,flat,Brussels,Brussels,,Normal,,Gas,0,0,1,1,0,0,0,0,0,0,1200.0,58.0
180.0,4.0,2.0,2.0,,2.0,,223.0,700.0,50.6990799,4.69731938,20.1,house,Walloon Brabant,Wallonia,C,,,Fuel oil,0,0,1,1,0,0,0,0,0,1,1750.0,39.6
94.0,2.0,1.0,1.0,2019.0,3.0,,76.0,,50.6242183,5.6175459,3.88,penthouse,Liège,Wallonia,A,Excellent,Super equipped,,0,0,1,0,0,1,1,0,0,1,940.0,28.3
140.0,3.0,1.0,2.0,1900.0,3.0,3.0,,93.0,51.1771118,2.877336,5.93,house,West Flanders,Flanders,,Excellent,Partially equipped,Gas,0,0,1,1,0,0,0,1,0,0,950.0,64.3
59.0,1.0,1.0,1.0,2024.0,2.0,2.0,43.0,,50.8327822,4.3777968,,flat,Brussels,Brussels,A,A,Super equipped,Gas,0,0,1,0,0,0,0,0,0,0,1295.0,83.9
75.0,2.0,1.0,1.0,1976.0,3.0,8.0,227.0,,50.8092907,4.324506500000001,,flat,Brussels,Brussels,E,A,Super equipped,Gas,0,0,1,0,0,1,1,0,0,1,1350.0,70.5
24.0,1.0,1.0,1.0,,,,145.0,,50.6350757,5.5628874,1.34,flatStudio,Liège,Wallonia,B,Normal,,,0,1,0,0,0,0,0,0,0,0,595.0,51.7
115.0,2.0,2.0,2.0,1960.0,2.0,6.0,194.0,,50.8301436,4.3402184,1.96,flat,Brussels,Brussels,D,Normal,Super equipped,Gas,0,1,1,0,0,1,1,0,0,1,2100.0,77.4
125.0,3.0,1.0,,2011.0,2.0,2.0,136.0,,51.24021339999999,4.6429146,,flat,Antwerp,Flanders,B,A,Super equipped,Gas,0,0,1,0,0,0,0,0,0,1,1250.0,45.0
178.0,4.0,1.0,,,,,,,51.15562,4.42122,,villa,Antwerp,Flanders,D,,,,0,0,0,0,0,0,0,0,0,0,2200.0,53.5
70.0,2.0,1.0,1.0,2013.0,,2.0,138.0,,50.8228148,4.43008,6.23,groundFloor,Brussels,Brussels,C,Excellent,Super equipped,Gas,0,1,1,0,0,1,0,0,0,0,1500.0,82.4
70.0,1.0,1.0,1.0,,2.0,2.0,193.0,,51.1483629,2.7208439,16.01,flat,West Flanders,Flanders,B,Normal,Fully equipped,Gas,0,0,0,0,0,0,0,0,0,0,975.0,62.0
87.0,2.0,1.0,2.0,,2.0,,144.0,,50.2451448,4.6468567,23.35,house,Namur,Wallonia,B,Excellent,Super equipped,Hot air,0,0,1,1,0,0,1,1,0,1,1050.0,18.5
