livable_surface,bedrooms,bathrooms,toilets,build_year,facades,number_of_floors,primary_energy_consumption,land_surface,latitude,longitude,nearest_city_distance_km,property_type,province,region,epc,building_state,kitchen_equipment,heating_type,new_construction,furnished,terrace,garden,swimming_pool,elevator,cellar,solar_panels,air_conditioning,has_parking,price,neighbourhood_price_index
51.0,1.0,,1.0,1973.0,,7.0,338.0,,50.83065693,4.3562296,1.84,flat,Brussels,Brussels,F,,,Gas,0,0,0,0,0,1,0,0,0,0,1100.0,82.6
85.0,2.0,1.0,1.0,1981.0,2.0,,153.0,,50.5233991,5.2440919,19.32,flat,Liège,Wallonia,B,Normal,Fully equipped,Gas,0,0,1,0,0,1,0,0,0,0,780.0,22.5
72.0,2.0,,1.0,,3.0,,,,50.58800835,5.86336376,0.35,flat,Liège,Wallonia,,,,,0,0,0,0,0,0,0,0,0,0,830.0,36.4
175.0,3.0,2.0,2.0,,2.0,,195.0,,50.8114967,3.3324276,,house,West Flanders,Flanders,B,A,Fully equipped,Gas,0,0,0,1,0,0,1,0,0,0,995.0,13.0
273.0,3.0,1.0,2.0,2024.0,3.0,4.0,25.0,,50.78412,4.378313,7.24,flat,Brussels,Brussels,A,New,,Gas,0,0,1,0,0,1,0,0,0,0,5000.0,63.2
43.0,1.0,,,,,3.0,178.0,,50.832177,4.388949,3.18,flat,Brussels,Brussels,D,,,,0,1,1,0,0,0,0,0,0,0,1150.0,81.4
88.0,2.0,1.0,,,,,,,50.8037779,4.4341487,,flat,Brussels,Brussels,F,,,,0,0,0,0,0,0,0,0,0,0,1750.0,70.4
90.0,2.0,1.0,1.0,,,,112.0,,50.42753,4.86762,4.44,flat,Namur,Wallonia,B,Normal,,,0,0,0,0,0,1,0,0,0,0,895.0,26.3
233.0,4.0,2.0,3.0,1905.0,2.0,2.0,175.0,,50.832177,4.388949,3.18,house,Brussels,Brussels,D,Normal,,,0,0,1,1,0,0,0,0,0,0,3290.0,81.4
131.0,2.0,,,,2.0,,424.0,,50.74028,5.61248,10.94,house,Liège,Wallonia,E,Normal,,,0,0,0,1,0,0,0,0,0,0,750.0,18.7
,3.0,1.0,2.0,2026.0,2.0,,0.0,,50.9386407,3.1273847,0.97,house,West Flanders,Flanders,A+,,,,0,0,1,1,0,0,0,0,0,1,1150.0,7.6
,3.0,1.0,2.0,2019.0,2.0,2.0,32.0,,51.2178301,4.1986377,,house,East Flanders,Flanders,A,,Super equipped,Gas,0,0,1,0,0,0,0,0,0,0,1130.0,30.6
260.0,5.0,2.0,,,4.0,1.0,388.0,1000.0,50.8610856,4.4592974,7.84,villa,Flemish Brabant,Flanders,D,Normal,,,0,0,1,1,0,0,0,0,0,1,3800.0,64.1
65.0,1.0,1.0,1.0,,,,122.0,,51.2222797,4.3858995,1.2,flat,Antwerp,Flanders,B,,,Fuel oil,0,1,0,0,0,0,0,0,0,1,870.0,75.1
113.0,2.0,,1.0,1980.0,2.0,5.0,161.0,,50.8,4.3333333,5.32,flat,Brussels,Brussels,D,Excellent,,,0,0,1,0,0,1,0,0,0,1,1550.0,69.9
,,,,,,,,,50.8484518,4.379499,,flat,Brussels,Brussels,,,,,0,0,0,0,0,0,0,0,0,0,1200.0,74.0
260.0,4.0,2.0,3.0,1905.0,2.0,2.0,473.0,1.0,50.8430448,4.4256732,,house,Brussels,Brussels,G,B,Super equipped,Gas,0,0,1,0,0,0,1,0,0,1,3300.0,70.4
103.0,3.0,1.0,1.0,,2.0,,117.0,,50.4072673,4.3259246,,flat,Hainaut,Wallonie,B,A,Fully equipped,Gas,0,0,0,0,0,0,0,0,0,0,850.0,25.8
61.0,1.0,1.0,,,,,,,51.1977173,5.1152024,,flat,Antwerp,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,775.0,28.2
,4.0,,2.0,,4.0,,,338.0,50.06654376074928,5.1551170887757625,,house,Luxembourg,Wallonie,,,,Fuel oil,0,0,0,1,0,0,1,0,0,0,800.0,13.2
104.0,2.0,2.0,2.0,,2.0,5.0,,,50.81701529999999,4.365838399999999,,flat,Brussels,Brussels,C,A,Not equipped,Gas,0,0,0,0,0,1,0,0,0,0,2700.0,79.6
93.0,2.0,1.0,,,,,,,50.7842296,4.3330787,,flat,Brussels,Brussels,A,,,,0,0,0,0,0,0,0,0,0,0,1325.0,56.4
67.0,1.0,1.0,,,,,,,50.8575625,4.4334442,,flat,Brussels,Brussels,,,,,0,0,0,0,0,0,0,0,0,0,1100.0,82.1
82.0,2.0,1.0,,,,,,,50.8157214,4.38689267,,flat,Brussels,Brussels,E,,,,0,0,0,0,0,0,0,0,0,0,1350.0,74.7
66.0,1.0,2.0,2.0,,2.0,,544.0,,50.4569929,3.9840332,1.99,house,Hainaut,Wallonia,G,Normal,Partially equipped,Electricity,0,0,1,0,0,0,0,1,0,0,700.0,50.0
61.0,1.0,,1.0,,2.0,,147.0,,50.5476346,3.73466304,18.81,flat,Hainaut,Wallonia,B,,,Gas,0,0,0,0,0,0,0,0,0,0,685.0,15.4
155.0,4.0,,2.0,,,1.0,181.0,,50.6678,5.28389,17.93,house,Liège,Wallonia,C,Normal,,Fuel oil,0,0,0,0,0,0,0,0,0,1,1000.0,26.4
,,,,,,,,230.0,50.8448801,4.3018031,3.38,house,Brussels,Brussels,,,,,0,1,0,1,0,0,0,0,0,0,3500.0,63.2
383.0,4.0,5.0,6.0,,4.0,3.0,317.0,,50.9386175,4.3069326,10.66,house,Flemish Brabant,Flanders,D,Normal,Fully equipped,Gas,0,0,1,1,0,1,0,0,0,1,2200.0,44.4
95.0,2.0,1.0,2.0,1965.0,2.0,11.0,128.0,,50.8612165,4.3998213,3.86,flat,Brussels,Brussels,C,Excellent,Super equipped,Gas,0,0,1,0,0,1,1,0,0,0,1300.0,79.1
75.0,2.0,1.0,1.0,,,,,,51.1606433,4.3931644,6.57,flat,Antwerp,Flanders,,,,,0,0,1,0,0,0,0,0,0,0,1100.0,48.2
77.0,1.0,1.0,,,,,,,50.52887,3.5871736,,flat,Hainaut,Wallonia,E,,,,0,0,0,0,0,0,0,0,0,0,595.0,13.8
90.0,2.0,1.0,1.0,1930.0,2.0,2.0,128.0,,50.8235717,4.3766927,3.19,flat,Brussels,Brussels,C,Excellent,,,0,1,0,0,0,0,0,0,0,0,1690.0,93.1
232.0,3.0,1.0,,,,,,,50.9764505,2.6732151,,house,West Flanders,Flanders,A,,,,0,0,0,0,0,0,0,0,0,0,875.0,12.5
,3.0,1.0,2.0,,2.0,,100.0,,50.4490552,4.6108156,,house,Namur,Wallonie,B,A,Partially equipped,,0,0,1,0,0,0,0,0,0,1,1250.0,19.3
35.0,1.0,,,,2.0,,,,50.8430448,4.4256732,,flat,Brussels,Brussels,F,,,,0,0,0,0,0,0,0,0,0,0,875.0,70.4
105.0,2.0,1.0,1.0,1970.0,3.0,2.0,145.0,,50.9103739,4.35564,7.09,flat,Flemish Brabant,Flanders,B,Excellent,Super equipped,,0,0,1,0,0,0,0,0,0,1,1190.0,67.6
118.0,2.0,1.0,,,,,,,50.74594,4.35753,11.22,duplex,Flemish Brabant,Flanders,,,,,0,0,0,1,0,0,0,0,0,0,1350.0,48.8
160.0,4.0,2.0,3.0,2016.0,3.0,,96.0,,50.4545703,4.8759112,,house,Namur,Wallonie,B,A,Fully equipped,Gas,0,0,1,0,0,0,0,0,0,1,1450.0,38.3
65.0,1.0,1.0,1.0,,2.0,2.0,150.0,,50.8427501,4.3515499,0.45,flat,Brussels,Brussels,C,New,,,0,0,1,0,0,1,0,0,0,0,1395.0,87.1
89.0,2.0,1.0,,,,,,,51.2253,4.411417,,flat,Antwerp,Flanders,B,,,,0,0,0,0,0,0,0,0,0,0,990.0,71.4
239.0,4.0,1.0,1.0,1991.0,3.0,,253.0,,51.12684,4.040779,8.35,flat,East Flanders,Flanders,C,Normal,,,0,0,0,0,0,0,0,0,0,0,1350.0,21.1
70.0,2.0,2.0,1.0,1930.0,2.0,2.0,,40.0,50.8316842,4.4396827,,house,Brussels,Brussels,E,,,Gas,0,0,0,0,0,0,0,0,0,0,1350.0,62.9
117.0,3.0,1.0,,,3.0,,75.0,,50.0908293,5.6808856,56.27,house,Luxembourg,Wallonia,A,New,,,0,0,1,1,0,0,0,0,0,0,1100.0,20.4
208.0,4.0,2.0,,2025.0,,,,,50.8200521,3.2539604,,house,West Flanders,Flanders,,,Fully equipped,,0,0,0,1,0,0,1,0,0,1,1245.0,22.5
,2.0,1.0,,,2.0,,,,51.2260429,2.9121987,0.28,flat,West Flanders,Flanders,,,,,0,0,0,0,0,0,1,0,0,0,750.0,50.0
45.0,1.0,1.0,1.0,,,3.0,254.0,,50.8278369,4.3775028,2.86,flat,Brussels,Brussels,E,Normal,Fully equipped,Gas,0,0,0,0,0,1,0,0,0,0,885.0,66.2
178.0,4.0,1.0,1.0,1977.0,,,346.0,665.0,51.15562,4.42122,7.21,villa,Antwerp,Flanders,D,Normal,,Gas,0,0,0,1,0,0,0,0,0,0,2200.0,53.5
121.0,,,,,,2.0,356.0,,50.5186636,3.6801487,20.81,house,Hainaut,Wallonia,E,Excellent,,Gas,0,0,0,0,0,0,0,0,0,0,850.0,46.6
45.0,,,,,,,,,50.8427501,4.3515499,,flat,Brussels,Brussels,B,,,,0,0,0,0,0,0,0,0,0,0,1200.0,87.1
90.0,2.0,1.0,2.0,,2.0,,802.0,,50.2987189,4.72041048,21.61,house,Namur,Wallonia,G,,,,0,0,0,1,0,0,0,0,0,0,900.0,17.8
,3.0,2.0,,,,,,,51.1995017,3.2408548,1.57,duplex,West Flanders,Flanders,,,,Gas,0,0,1,0,0,0,0,0,0,1,1245.0,23.8
50.0,0.0,1.0,1.0,,2.0,6.0,107.0,,50.8570703,4.4325465,5.92,flatStudio,Brussels,Brussels,C,Excellent,Super equipped,Gas,0,0,1,0,0,1,1,0,0,1,1000.0,88.1
75.0,2.0,1.0,,,,,,,50.6005122,5.5107508,,flat,Liège,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,750.0,30.1
,1.0,,,,2.0,,,,50.8676041,4.3737121,,studentFlat,Brussels,Brussels,,,,,0,0,1,0,0,0,1,0,0,0,620.0,65.3
25.0,,1.0,,,,,,,51.1698396,2.7780805,,flatStudio,West Flanders,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,550.0,56.2
170.0,3.0,1.0,3.0,,4.0,,252.0,,50.41631885,3.84714625,8.8,house,Hainaut,Wallonia,C,,,Gas,0,0,1,1,0,0,0,0,0,0,1050.0,21.1
128.0,4.0,1.0,2.0,,3.0,,142.0,,50.4932852,4.0158292,,house,Hainaut,Wallonie,B,A,Super equipped,Gas,0,0,1,0,0,0,0,0,0,0,1450.0,31.7
170.0,4.0,1.0,2.0,1998.0,3.0,2.0,271.0,215.0,50.6682012,4.6128839,,house,Walloon Brabant,Wallonie,D,A,Super equipped,Gas,0,0,1,1,0,0,0,0,0,1,2000.0,53.9
55.0,,1.0,,,,,,,50.8515792,4.4408888,,flatStudio,Brussels,Brussels,A,,,,0,0,0,0,0,0,0,0,0,0,1150.0,80.9
41.0,1.0,,1.0,,,3.0,,,50.83600440000001,4.3662881,,flat,Brussels,Brussels,E,,,Gas,0,0,0,0,0,0,0,0,0,0,890.0,81.4
213.0,4.0,4.0,5.0,1960.0,3.0,2.0,211.0,,50.8013978,4.3891645,5.74,flat,Brussels,Brussels,E,Excellent,Super equipped,Gas,0,0,1,0,0,1,0,0,0,0,3400.0,76.9
189.0,3.0,1.0,,,,,,,50.77903,4.35449,,house,Brussels,Brussels,B,,,,0,0,0,0,0,0,0,0,0,0,3300.0,68.4
,0.0,1.0,1.0,2013.0,,,,,50.4737763,4.8419463,,flat,Namur,Wallonie,A,A,,Gas,0,0,0,0,0,1,0,0,0,1,725.0,47.2
,1.0,0.0,0.0,,,,279.0,,51.1966214,4.4171534,,flat,Antwerp,Flanders,C,,,,0,0,0,0,0,0,0,0,0,0,750.0,72.5
82.0,2.0,1.0,,,,,,,50.449949,3.9895802,,flat,Hainaut,Wallonia,A,,,,0,0,0,0,0,0,0,0,0,0,950.0,34.4
48.0,1.0,1.0,,,4.0,1.0,632.0,,50.49179065,3.59063457,19.16,house,Hainaut,Wallonia,G,,,,0,0,0,1,0,0,0,0,0,0,575.0,20.4
90.0,2.0,1.0,1.0,,,4.0,156.0,,50.9470327,3.1214727,0.09,flat,West Flanders,Flanders,B,Normal,,Gas,0,0,1,0,0,1,0,0,0,0,750.0,5.9
90.0,2.0,1.0,,,,,,,50.4208021,3.8629394,,flat,Hainaut,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,800.0,20.9
51.0,1.0,1.0,1.0,,3.0,,207.0,,50.8231054,4.3587086,2.7,flat,Brussels,Brussels,D,Excellent,,Gas,0,0,0,0,0,0,1,0,0,0,1050.0,56.0
163.0,3.0,2.0,3.0,,2.0,2.0,123.0,,50.7007212,4.402148299999999,,house,Walloon Brabant,Wallonie,B,A,Super equipped,Gas,0,0,0,0,1,0,0,0,0,1,2390.0,53.8
143.0,4.0,,2.0,1946.0,2.0,,138.0,,50.42301325,4.46711226,2.09,house,Hainaut,Wallonia,B,,,Gas,0,0,1,0,0,0,0,0,0,0,1100.0,27.7
73.0,2.0,1.0,1.0,2001.0,4.0,5.0,226.0,,50.85038,4.433931,5.91,flat,Brussels,Brussels,E,Normal,,Electricity,0,1,1,0,0,1,0,0,0,0,1350.0,86.3
212.0,5.0,1.0,2.0,,2.0,,224.0,182.0,50.93219939999999,4.0476109,,mansion,East Flanders,Flanders,C,B,Super equipped,Gas,0,0,1,1,0,0,1,0,0,0,1350.0,35.0
63.0,1.0,1.0,1.0,2015.0,2.0,3.0,74.0,,51.2048,4.396564,1.68,flat,Antwerp,Flanders,A,Normal,,Gas,0,1,1,0,0,1,0,0,0,0,900.0,63.4
153.0,2.0,1.0,,,,,,,50.8751247,4.3490911,,flat,Brussels,Brussels,,,,,0,0,0,0,0,0,0,0,0,0,1600.0,58.2
72.0,1.0,1.0,,1960.0,3.0,4.0,321.0,,50.6313075,5.8352639,4.87,groundFloor,Liège,Wallonia,D,Normal,Not equipped,Gas,0,0,0,0,0,0,0,0,0,0,600.0,12.2
35.0,1.0,1.0,1.0,,2.0,7.0,430.0,,50.8318293,4.3567734,1.72,flatStudio,Brussels,Brussels,G,Normal,,,0,1,0,0,0,0,0,0,0,0,750.0,83.1
130.0,2.0,2.0,2.0,2005.0,2.0,3.0,96.0,,50.842365,4.423892,5.22,flat,Brussels,Brussels,C,Excellent,,Gas,0,0,1,0,0,1,1,0,0,1,1650.0,75.7
72.0,2.0,1.0,,,2.0,,136.0,,51.0910854,3.4488429,19.2,house,East Flanders,Flanders,B,,,,0,0,1,0,0,0,0,0,0,0,920.0,14.1
,,,,1970.0,4.0,1.0,234.0,,50.83783,4.54536,11.85,villa,Flemish Brabant,Flanders,C,Excellent,,,0,0,1,1,0,0,0,0,0,1,2900.0,38.3
101.0,2.0,1.0,,,,,,,50.6319844,5.5750852,,flat,Liège,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,900.0,26.5
50.0,,1.0,,,,,,,50.8570703,4.4325465,,flatStudio,Brussels,Brussels,C,,,,0,0,0,0,0,0,0,0,0,0,1000.0,88.1
110.0,3.0,2.0,,,,,,,51.20789,4.386433,,flat,Antwerp,Flanders,B,,,,0,0,0,0,0,0,0,0,0,0,1650.0,63.2
,0.0,0.0,0.0,,2.0,2.0,115.0,,50.45253599999999,4.2543606,,house,Hainaut,Wallonie,B,A,Not equipped,Gas,0,0,0,0,0,0,0,0,0,0,885.0,12.7
72.0,1.0,1.0,0.0,,,,231.0,,51.2069073,3.2373081,,house,West Flanders,Flanders,C,B,Fully equipped,Gas,0,0,1,0,0,0,0,0,0,0,800.0,23.7
,3.0,1.0,0.0,,3.0,,257.0,,51.1222163,3.6689854,,house,East Flanders,Flanders,C,A,,,0,0,0,0,0,0,0,0,0,1,1075.0,30.2
255.0,5.0,3.0,3.0,2003.0,4.0,,277.0,4318.0,50.7224923277015,4.500389381835562,,villa,Walloon Brabant,Wallonie,D,B,Super equipped,Gas,0,0,1,0,0,0,1,0,0,1,2500.0,47.7
,,,,,,,,,51.2085409,4.418717,,flat,Antwerp,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,1300.0,81.3
97.0,3.0,1.0,,,,,,,49.6886242,5.7918242,,flat,Luxembourg,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,1400.0,48.1
200.0,4.0,2.0,,,,,,,50.610765,5.60116731,,house,Liège,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,490.0,28.3
81.0,1.0,1.0,,,,,,,51.0992131,3.8440209,,flat,East Flanders,Flanders,B,,,,0,0,0,0,0,0,0,0,0,0,895.0,34.4
,1.0,,1.0,2024.0,4.0,,,,50.450951,3.8922679,,flatStudio,Hainaut,Wallonie,A,A,,Gas,0,0,0,0,0,1,0,0,0,1,540.0,21.2
68.0,1.0,,,,,,,,50.5142873,5.6918125,,flat,Liège,Wallonia,D,,,,0,0,0,0,0,0,0,0,0,0,825.0,20.9
56.0,1.0,1.0,,2022.0,,7.0,,,51.2317458,4.4089093,1.44,flat,Antwerp,Flanders,,Excellent,,,0,1,1,0,0,1,0,1,1,1,1150.0,66.0
,,,,,,,,,51.1362894,4.3787635,,flat,Antwerp,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,2150.0,51.9
,3.0,1.0,2.0,1997.0,4.0,2.0,242.0,553.0,50.9575589,3.1361857,,villa,West Flanders,Flanders,C,A,,Gas,0,0,1,0,0,0,0,0,0,1,1100.0,5.9
83.0,2.0,2.0,,,,,,,50.8449174,4.3862046,,flat,Brussels,Brussels,C,,,,0,0,0,0,0,0,0,0,0,0,1800.0,74.1
35.0,1.0,1.0,1.0,,,,161.0,,51.2037695,4.4112637,1.84,flatStudio,Liège,Wallonia,B,,,,0,1,0,0,0,1,0,0,0,0,475.0,82.1
180.0,4.0,1.0,,,,,,,51.0942921,3.8491223,,house,East Flanders,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,1550.0,35.7
95.0,2.0,,,,,,,,50.83614,4.36453,,flat,Brussels,Brussels,C,,,,0,0,0,0,0,0,0,0,0,0,1600.0,81.8
92.0,2.0,2.0,,,,,,,50.8104096,4.3329722,,penthouse,Brussels,Brussels,G,,,,0,0,0,0,0,0,0,0,0,0,1700.0,73.7
,2.0,1.0,,,,,,,50.42851,4.21802,,house,Hainaut,Wallonia,D,,,,0,0,0,0,0,0,0,0,0,0,990.0,11.6
,1.0,,,,,,,,51.3541706,3.2936641,,flat,West Flanders,Flanders,,,,Gas,0,0,1,0,0,1,0,0,0,0,1050.0,78.1
100.0,1.0,1.0,,2006.0,1.0,,,,50.8564808,4.3482102,1.09,flat,Brussels,Brussels,C,Excellent,Fully equipped,Gas,0,0,1,0,0,1,1,0,0,0,1395.0,86.2
143.0,2.0,1.0,2.0,1959.0,2.0,11.0,193.0,,50.8427501,4.3515499,0.45,flat,Brussels,Brussels,D,Excellent,Super equipped,Gas,0,0,1,0,0,1,1,0,0,0,2000.0,87.1
,1.0,0.0,0.0,,,,531.0,,51.03292829999999,2.8687063,,flat,West Flanders,Flanders,F,,,,0,0,0,0,0,0,0,0,0,0,625.0,4.7
,,,,,,,,100.0,51.1706122,3.8543685,16.08,house,East Flanders,Flanders,,,,,0,1,1,1,0,0,0,0,0,0,2500.0,37.2
72.0,1.0,1.0,,2024.0,2.0,4.0,105.0,,50.5793552,5.5073178,0.67,flat,Liège,Wallonia,B,Excellent,Fully equipped,,0,0,1,0,0,1,1,0,0,1,821.0,23.7
94.0,2.0,,,,,,,,50.5442072,3.73862337,,flat,Hainaut,Wallonia,E,,,,0,0,0,0,0,0,0,0,0,0,690.0,18.9
,,,,,,,,,50.8189,4.35525,3.11,flat,Brussels,Brussels,,,,,0,1,1,0,0,0,0,0,0,0,1650.0,72.4
90.0,2.0,,1.0,2022.0,,6.0,,,50.8452914,4.3752151,1.78,flat,Brussels,Brussels,,New,,Electricity,1,0,0,1,0,0,0,0,0,0,1675.0,86.5
37.0,,,,,,,,,50.8548904,4.3509396,,flatStudio,Brussels,Brussels,C,,,,0,0,0,0,0,0,0,0,0,0,900.0,86.2
145.0,2.0,1.0,,,,,,,51.27634,4.451126,,house,Antwerp,Flanders,A,,,,0,0,0,0,0,0,0,0,0,0,1450.0,31.3
178.0,3.0,1.0,2.0,,4.0,2.0,111.0,,50.9256054,4.2691695,10.44,flat,Flemish Brabant,Flanders,B,New,Super equipped,Gas,0,0,0,1,0,0,0,0,0,0,1200.0,44.4
140.0,2.0,1.0,1.0,1985.0,2.0,,209.0,,51.32144,4.937825,38.93,flat,Antwerp,Flanders,C,,,,0,0,1,0,0,1,0,0,0,0,900.0,20.5
76.0,2.0,1.0,,,,,,,50.8469442,4.4343996,,flat,Brussels,Brussels,,,,,0,0,0,0,0,0,0,0,0,0,1300.0,87.3
25.0,1.0,1.0,,,,,,,51.2037695,4.4112637,,flatStudio,Flemish Brabant,Flanders,C,,,,0,0,0,0,0,0,0,0,0,0,575.0,82.1
94.0,2.0,1.0,,,,,,,49.9121463,5.5725314,,flat,Luxembourg,Wallonia,A,,,,0,0,0,0,0,0,0,0,0,0,870.0,6.7
110.0,3.0,1.0,1.0,2026.0,2.0,5.0,70.0,,50.4637159,4.9877323,,flat,Namur,Wallonie,A,A,Super equipped,,0,0,1,0,0,1,1,0,0,1,1997.0,25.8
114.0,2.0,1.0,,,,,,,50.9361995,5.3352478,,flat,Limburg,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,1000.0,26.2
31.0,1.0,,1.0,,,,,,50.8486,4.36911,1.37,groundFloor,Brussels,Brussels,,Fully renovated,,,0,1,0,0,0,0,0,0,0,0,1349.0,93.4
97.0,2.0,1.0,1.0,1971.0,3.0,8.0,,,50.84379,4.406055,3.96,flat,Brussels,Brussels,,Normal,Super equipped,,0,0,1,0,0,1,0,0,0,0,1650.0,88.1
75.0,2.0,1.0,,,,,,,50.46981,4.43266,,flat,Hainaut,Wallonia,D,,,,0,0,0,0,0,0,0,0,0,0,800.0,26.9
,1.0,,,,,,,,50.60603,3.399531,,flat,Hainaut,Wallonia,C,,,,0,0,0,0,0,0,0,0,0,0,500.0,31.0
331.0,5.0,3.0,,,,,,,50.8238486,4.4499959,,house,Brussels,Brussels,E,,,,0,0,0,0,0,0,0,0,0,0,4500.0,59.1
75.0,1.0,1.0,,,2.0,,200.0,,50.8183257,4.351054,3.16,flat,Brussels,Brussels,D,Normal,,Gas,0,0,0,1,0,0,0,0,0,0,1098.0,66.7
100.0,2.0,1.0,1.0,,,2.0,321.0,,50.4062845,4.4435078,0.51,duplex,Hainaut,Wallonia,D,New,,Gas,0,0,1,0,0,0,1,0,0,0,875.0,17.2
83.0,2.0,1.0,,,,,,,50.2533,4.91755,,duplex,Namur,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,820.0,40.3
33.0,,1.0,,,,,,,50.8456283,4.4351012,,flatStudio,Brussels,Brussels,D,,,,0,0,0,0,0,0,0,0,0,0,780.0,86.7
63.0,1.0,,1.0,,2.0,3.0,265.0,,50.59925,3.618295,16.19,triplex,Hainaut,Wallonia,D,,,Gas,0,0,0,0,0,0,0,0,0,0,590.0,17.0
,,,,,,,,,50.8236762,4.3807963,,flat,Brussels,Brussels,,,,,0,0,0,0,0,0,0,0,0,0,810.0,89.6
141.0,3.0,2.0,2.0,2025.0,2.0,6.0,53.0,,50.8528019,4.4422023,6.52,flat,Brussels,Brussels,B,New,Super equipped,,0,0,1,0,0,1,0,0,0,1,2575.0,86.2
83.0,2.0,1.0,1.0,1965.0,2.0,20.0,301.0,,50.640294,5.578948,,flat,Liège,Wallonie,D,B,Partially equipped,,0,0,1,0,0,1,1,0,0,0,900.0,33.4
49.0,1.0,1.0,,,,,,,51.2037695,4.4112637,,flat,Brussels,Brussels,D,,,,0,0,0,0,0,0,0,0,0,0,770.0,82.1
65.0,1.0,1.0,,,,,,,51.2048612,4.3914988,,flat,Antwerp,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,1500.0,63.9
60.0,1.0,1.0,,,,,,,50.797604,4.4178772,,flat,Brussels,Brussels,F,,,,0,0,0,0,0,0,0,0,0,0,900.0,85.8
120.0,3.0,1.0,2.0,2025.0,4.0,1.0,82.0,,49.977875,5.379383,65.32,house,Luxembourg,Wallonia,A,New,Super equipped,Gas,1,0,1,1,0,0,0,0,0,1,1300.0,30.0
143.0,3.0,,,1925.0,,4.0,254.0,,50.82668,4.38708,3.43,flat,Brussels,Brussels,E,Normal,,,0,0,1,0,0,0,0,0,0,0,2100.0,75.3
145.0,2.0,1.0,1.0,1991.0,4.0,,,10000.0,50.4112839,4.8726728,,house,Namur,Wallonie,C,A,,Electricity,0,0,1,0,0,0,0,0,0,1,1350.0,28.3
104.0,2.0,1.0,1.0,2005.0,2.0,6.0,100.0,,50.832177,4.388949,3.18,flat,Brussels,Brussels,C,Normal,Super equipped,Gas,0,0,1,0,0,1,1,0,0,1,1600.0,81.4
300.0,3.0,1.0,2.0,,4.0,2.0,163.0,1627.0,51.0536751,4.3333734,,villa,Antwerp,Flanders,B,B,Super equipped,Gas,0,0,1,0,0,0,0,0,1,1,1595.0,39.5
92.0,2.0,1.0,,,,,,,50.5684421,5.6258005,,duplex,Liège,Wallonia,E,,,,0,0,0,0,0,0,0,0,0,0,980.0,32.4
45.0,1.0,1.0,,,2.0,,,,50.466511,4.8643499,0.54,flat,Namur,Wallonia,,Normal,,Gas,0,0,1,0,0,0,0,0,0,0,750.0,57.2
63.0,1.0,1.0,1.0,1971.0,2.0,2.0,177.0,,49.5607009,5.5195682,44.5,flat,Luxembourg,Wallonia,C,Normal,Partially equipped,Fuel oil,0,0,0,0,0,0,0,0,0,0,650.0,31.9
31.0,1.0,,,,,,,,50.854176,4.346871,,groundFloor,Brussels,Brussels,,,,,0,0,0,0,0,0,0,0,0,0,1271.0,98.9
227.0,4.0,3.0,2.0,,3.0,,132.0,,50.8362296,4.5497141,11.64,house,Flemish Brabant,Flanders,B,,,Gas,0,1,1,1,0,0,0,0,0,0,2450.0,38.3
31.0,,1.0,,,,,,,50.8564786,4.4484712,,flatStudio,Flemish Brabant,Flanders,B,,,,0,0,0,0,0,0,0,0,0,0,850.0,76.9
180.0,3.0,1.0,1.0,1900.0,2.0,3.0,180.0,,50.44139,4.2549,6.83,house,Hainaut,Wallonia,C,Normal,Fully equipped,,0,1,1,0,0,0,1,0,0,0,1000.0,13.5
,4.0,2.0,3.0,2003.0,4.0,1.0,,660.0,50.7553949,4.4735358,,house,Flemish Brabant,Flanders,,A,Super equipped,Gas,0,0,1,1,0,0,1,0,0,1,2300.0,33.7
91.0,2.0,2.0,,,,,,,50.829971,4.4114242,,flat,Brussels,Brussels,C,,,,0,0,0,0,0,0,0,0,0,0,1650.0,57.8
54.0,1.0,1.0,1.0,,2.0,3.0,43.0,,51.22192709999999,4.433620599999999,,flat,Antwerp,Flanders,A,A,Fully equipped,Gas,0,0,0,0,0,0,0,0,0,0,1050.0,66.9
92.0,2.0,1.0,2.0,2014.0,2.0,5.0,75.0,,50.838012,4.4344705,,flat,Brussels,Brussels,B,B,Super equipped,Gas,0,0,1,0,0,1,1,0,0,0,1550.0,72.3
82.0,1.0,1.0,1.0,2004.0,3.0,,280.0,,50.2934584,5.3713394,,flat,Namur,Wallonie,D,B,Partially equipped,Fuel oil,0,0,1,1,0,0,1,0,0,1,750.0,30.0
225.0,4.0,2.0,2.0,1984.0,2.0,2.0,161.0,,50.84915410000001,4.4688273,,house,Flemish Brabant,Flanders,B,A,Fully equipped,Gas,0,0,1,1,0,0,0,0,0,1,2000.0,76.6
