livable_surface,bedrooms,bathrooms,toilets,build_year,facades,number_of_floors,primary_energy_consumption,land_surface,latitude,longitude,nearest_city_distance_km,property_type,province,region,epc,building_state,kitchen_equipment,heating_type,new_construction,furnished,terrace,garden,swimming_pool,elevator,cellar,solar_panels,air_conditioning,has_parking,price,neighbourhood_price_index
87.0,1.0,2.0,0.0,1954.0,,,103.0,,51.0393585,5.1711195,,flat,Limburg,Flanders,B,A,,,0,0,1,0,0,0,0,0,0,0,259000.0,41.4
57.0,1.0,1.0,1.0,2027.0,2.0,4.0,37.0,,50.8172298,4.3909276,4.36,flat,Brussels,Brussels,A,New,Super equipped,Gas,1,0,1,0,0,1,1,0,0,0,349000.0,92.9
272.0,5.0,2.0,,,,,,,51.027492,4.5329366,,house,Antwerp,Flanders,C,,,,0,0,0,0,0,0,0,0,0,0,723000.0,59.2
115.0,3.0,2.0,,1977.0,2.0,3.0,,,50.872417,4.716369,1.38,flat,Flemish Brabant,Flanders,,Fully renovated,Super equipped,Gas,0,0,1,1,0,0,0,0,0,0,635000.0,87.3
200.0,4.0,1.0,,,,,,,50.7035,4.99052,,house,Walloon Brabant,Wallonia,A,,,,0,0,0,0,0,0,0,0,0,0,376325.0,22.4
178.0,4.0,2.0,0.0,,,,0.0,454.0,51.2346325,4.8391587,,house,Antwerp,Flanders,A,A,,,1,0,0,1,0,0,0,0,0,0,542600.0,37.3
114.0,3.0,1.0,1.0,2026.0,3.0,3.0,,324.0,51.1342098,5.3678083,,house,Limburg,Flanders,A++,A,,Electricity,0,0,1,1,0,0,0,0,0,0,315000.0,26.0
250.0,5.0,3.0,,,,,,,51.1944,4.445515,,masterHouse,Antwerp,Flanders,D,,,,0,0,0,0,0,0,0,0,0,0,474000.0,57.3
116.0,3.0,2.0,,,,,,,50.8119861,4.334126,,flat,Brussels,Brussels,D,,,,0,0,0,0,0,0,0,0,0,0,395000.0,74.3
200.0,3.0,1.0,,,,,,,50.8132034,4.6260907,,villa,Flemish Brabant,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,575000.0,53.1
258.0,3.0,2.0,,,,,267.0,209.0,50.8716159,4.1791547,12.3,house,Flemish Brabant,Flanders,C,Fully renovated,,Gas,0,0,1,1,0,0,0,0,0,0,449000.0,39.0
74.0,1.0,,,,,,,,50.37271761,5.38083041,,flatStudio,Namur,Wallonia,,,,,0,0,0,0,0,0,0,0,0,0,109000.0,21.1
473.0,4.0,2.0,,1974.0,4.0,,189.0,2343.0,51.188664,5.5627211,,villa,Limburg,Flanders,B,B,Fully equipped,Fuel oil,0,0,1,0,1,0,0,0,0,0,835000.0,53.3
218.0,4.0,1.0,2.0,2025.0,4.0,,,1856.0,50.9131839,3.6477038,16.43,villa,East Flanders,Flanders,,New,Fully equipped,Hot air,1,0,1,1,0,0,0,1,0,1,819739.0,65.8
43.0,1.0,1.0,,,,,,,50.8454603,4.3840161,,flat,Brussels,Brussels,G,,,,0,0,0,0,0,0,0,0,0,0,275000.0,80.0
190.0,5.0,2.0,3.0,2014.0,3.0,3.0,51.0,170.0,50.8210039,4.4195539,5.66,house,Brussels,Brussels,B,Excellent,Super equipped,,0,0,1,1,0,0,1,0,0,0,1035000.0,76.6
80.0,1.0,1.0,1.0,2027.0,2.0,3.0,45.0,,50.832177,4.388949,3.18,flat,Brussels,Brussels,A,New,Super equipped,Hot air,1,0,1,1,0,1,1,0,0,0,465000.0,88.1
104.0,2.0,1.0,,,,,,,50.8586106,4.3975496,,flat,Brussels,Brussels,D,,,,0,0,0,0,0,0,0,0,0,0,309000.0,53.9
46.0,,1.0,,,,,,,50.8288604,4.310783,,flatStudio,Brussels,Brussels,B,,,,0,0,0,0,0,0,0,0,0,0,189000.0,76.5
120.0,2.0,2.0,,,,,,,50.8203776,4.3724815,,groundFloor,Brussels,Brussels,E,,,,0,0,0,0,0,0,0,0,0,0,760000.0,86.0
101.0,2.0,1.0,1.0,2025.0,3.0,2.0,,,50.99062,5.382923,7.37,flat,Limburg,Flanders,,,,Electricity,0,0,1,0,0,1,0,0,0,0,425000.0,42.7
247.0,3.0,1.0,2.0,,3.0,,,,49.98081,4.93707,54.3,house,Namur,Wallonia,,,,Fuel oil,0,0,1,1,0,0,0,0,0,1,225000.0,13.3
84.0,2.0,1.0,2.0,,,4.0,177.0,,50.8330701,4.3623826,1.75,flat,Brussels,Brussels,D,,,Gas,0,0,0,0,0,0,0,0,0,0,299000.0,89.2
130.0,2.0,1.0,1.0,1967.0,3.0,3.0,258.0,,51.1993901,4.4908283,,flat,Antwerp,Flanders,C,B,Partially equipped,Fuel oil,0,0,1,0,0,0,0,0,0,0,259900.0,47.6
360.0,4.0,2.0,0.0,1959.0,8.0,2.0,462.0,4.0,50.7903163,4.3596943,,house,Brussels,Brussels,G,C,Not equipped,Gas,0,0,0,0,0,0,1,0,0,1,1250000.0,80.0
239.0,,,,1974.0,,3.0,178.0,411.0,50.8172528,4.4320629,6.63,house,Brussels,Brussels,D,Normal,,Gas,0,0,1,1,0,0,0,0,0,1,790000.0,90.8
129.0,3.0,4.0,,,,,,,50.83487,4.38273,,flat,Brussels,Brussels,A,,,,0,0,0,0,0,0,0,0,0,0,705000.0,93.1
190.0,4.0,1.0,,2026.0,4.0,,,619.0,50.8391557,5.1606312,16.07,house,Limburg,Flanders,,New,,,1,0,0,1,0,0,0,1,0,0,562440.0,55.5
55.0,1.0,1.0,1.0,1910.0,2.0,3.0,282.0,,50.832954,4.3685864,2.01,flat,Brussels,Brussels,F,Excellent,,Gas,0,0,0,0,0,0,0,0,0,0,240000.0,87.3
75.0,1.0,1.0,,,,,,,50.44144547,4.63426679,,flat,Namur,Wallonia,,,,,0,0,0,0,0,0,0,0,0,0,129000.0,47.3
196.0,3.0,1.0,2.0,,3.0,,230.0,,50.3999255,4.4793049,2.74,house,Hainaut,Wallonia,C,Excellent,Super equipped,Gas,0,0,1,1,0,0,1,0,0,0,299000.0,11.5
86.0,2.0,1.0,1.0,1964.0,2.0,26.0,270.0,,50.8501851,4.3707827,1.52,flat,Brussels,Brussels,E,To be renovated,,Gas,0,0,1,0,0,1,0,0,0,0,225000.0,84.9
83.0,2.0,,,,,,,,50.02587444,5.36306644,,flat,Luxembourg,Wallonia,,,,,0,0,0,0,0,0,0,0,0,0,219000.0,15.1
231.0,4.0,2.0,3.0,1889.0,2.0,2.0,203.0,198.0,50.8,4.3333333,5.32,house,Brussels,Brussels,D,Excellent,Super equipped,Gas,0,0,1,1,0,0,0,0,0,1,990000.0,85.3
188.0,3.0,1.0,,1957.0,4.0,,235.0,395.0,50.4393699,4.3446629,7.76,house,Hainaut,Wallonia,C,To renovate,,Fuel oil,0,0,1,1,0,0,1,1,0,0,219000.0,9.1
282.0,4.0,1.0,,,,,,,51.056609,5.2032409,,house,Limburg,Flanders,C,,,,0,0,0,0,0,0,0,0,0,0,510000.0,39.7
225.0,1.0,1.0,2.0,,4.0,,754.0,500.0,51.1382766,4.3891279,,villa,Antwerp,Flanders,F,D,Fully equipped,Gas,0,0,0,1,0,0,0,0,0,1,425000.0,60.8
119.0,3.0,1.0,1.0,,2.0,7.0,195.0,,50.8508481,4.4006779,,groundFloor,Brussels,Brussels,D,B,Partially equipped,Gas,0,0,0,0,0,1,0,0,0,1,315000.0,76.0
280.0,4.0,2.0,,,,,,,51.10037,5.177445,,house,Limburg,Flanders,A,,,,0,0,0,0,0,0,0,0,0,0,695000.0,33.9
192.0,3.0,2.0,2.0,1932.0,2.0,,520.0,,50.8365808,4.308187,3.14,house,Brussels,Brussels,G,Excellent,,Gas,0,0,0,1,0,0,1,0,0,0,398000.0,56.0
170.0,4.0,1.0,,,,,,,51.001998,4.984788,,house,Flemish Brabant,Flanders,B,,,,0,0,0,0,0,0,0,0,0,0,375000.0,49.3
112.0,2.0,1.0,,,,,,,51.14061,4.56153,,house,Antwerp,Flanders,C,,,,0,0,0,0,0,0,0,0,0,0,339000.0,56.2
104.0,2.0,1.0,2.0,1994.0,2.0,1.0,148.0,,51.1019405,4.2428645,,duplex,Antwerp,Flanders,B,C,Fully equipped,Gas,0,0,1,0,0,0,0,0,0,0,269000.0,30.0
189.0,4.0,2.0,,,,,,,50.830495,4.2528741,,house,Flemish Brabant,Flanders,B,,,,0,0,0,0,0,0,0,0,0,0,590000.0,57.0
21.0,,1.0,1.0,,,3.0,305.0,,50.6117308,3.3886591,0.52,flatStudio,Hainaut,Wallonia,D,Normal,,Electricity,0,0,0,0,0,0,0,0,0,0,75000.0,30.0
55.0,1.0,1.0,,,,,,,50.8277665,4.366984,,flat,Brussels,Brussels,E,,,,0,0,0,0,0,0,0,0,0,0,325000.0,88.6
80.0,2.0,1.0,1.0,2025.0,2.0,2.0,,,50.9377839,3.1392468,1.53,flat,West Flanders,Flanders,,New,,,1,0,1,0,0,1,0,0,0,0,267500.0,63.1
310.0,4.0,2.0,3.0,2002.0,4.0,1.0,181.0,1641.0,50.7109736,4.5306325,19.73,house,Walloon Brabant,Wallonia,C,Excellent,Super equipped,Gas,0,0,1,1,1,0,1,0,0,1,1245000.0,61.9
81.0,2.0,1.0,1.0,1987.0,3.0,,106.0,,50.8452885,3.2945771,,flat,West Flanders,Flanders,B,A,Super equipped,Gas,0,0,1,0,0,1,0,0,0,1,239000.0,32.2
43.0,1.0,1.0,,,,,,,51.20897,4.458025,,flat,Antwerp,Flanders,D,,,,0,0,0,0,0,0,0,0,0,0,129000.0,48.9
95.0,1.0,1.0,,,,4.0,,,50.6969022,4.3538379,16.66,flat,Walloon Brabant,Wallonia,,,,,1,0,1,0,0,0,0,0,0,0,332000.0,77.5
78.0,1.0,1.0,,,,,,,51.24192,4.438839,,groundFloor,Antwerp,Flanders,A,,,,0,0,0,0,0,0,0,0,0,0,275000.0,41.1
116.0,2.0,1.0,1.0,2024.0,2.0,3.0,,,50.85128,2.88419,19.83,flat,West Flanders,Flanders,,New,,,1,0,1,0,0,1,0,0,0,0,525000.0,71.5
61.0,1.0,1.0,,,,,,,50.6350552,5.5808986,,flat,Liège,Wallonia,C,,,,0,0,0,0,0,0,0,0,0,0,140000.0,32.5
80.0,1.0,1.0,1.0,2026.0,3.0,2.0,,,50.9841975,3.5635998,13.29,flat,East Flanders,Flanders,,New,Super equipped,Hot air,1,0,1,0,0,1,1,1,0,1,337500.0,79.6
178.0,3.0,2.0,2.0,2015.0,3.0,,81.0,,50.4833333,5.0833333,15.07,penthouse,Namur,Wallonia,A,Excellent,Super equipped,Gas,0,0,1,0,0,1,1,0,0,1,960000.0,21.7
144.0,3.0,1.0,,1930.0,2.0,,202.0,260.0,50.8133425,4.919,,house,Flemish Brabant,Flanders,C,,,Gas,0,0,0,1,0,0,1,0,0,0,199000.0,40.6
96.0,2.0,1.0,,,2.0,5.0,,,50.842365,4.423892,5.22,flat,Brussels,Brussels,,New,,,1,0,1,1,0,0,0,0,0,0,495000.0,87.1
129.0,2.0,1.0,,,,,,,50.698612,4.5786677,,house,Walloon Brabant,Wallonia,E,,,,0,0,0,0,0,0,0,0,0,0,349000.0,66.6
147.0,3.0,2.0,3.0,,2.0,,151.0,188.0,50.8189885,4.3578098,3.13,villa,Brussels,Brussels,D,Normal,,Gas,0,0,1,1,0,0,0,0,0,0,1100000.0,95.2
143.0,3.0,1.0,1.0,1940.0,2.0,2.0,221.0,100.0,50.954338,3.2859194,11.46,house,West Flanders,Flanders,C,,,,0,0,0,0,0,0,0,0,0,0,225000.0,23.1
110.0,3.0,1.0,1.0,,4.0,,313.0,,50.3351725,3.7360274,,flat,Hainaut,Wallonie,D,B,Fully equipped,Fuel oil,0,0,1,0,0,0,1,0,0,1,165000.0,4.3
97.0,4.0,1.0,,,,,,,50.80626,4.33845,,flat,Brussels,Brussels,A,,,,0,0,0,0,0,0,0,0,0,0,595000.0,93.3
,0.0,0.0,0.0,2026.0,,2.0,,,51.3464863,3.2876314,,flat,West Flanders,Flanders,A,,,,0,0,0,0,0,0,0,0,0,0,395000.0,96.9
56.0,1.0,1.0,1.0,2020.0,4.0,2.0,71.0,,51.1941218,4.492214500000001,,,Antwerp,Flanders,A,,Fully equipped,,0,0,1,0,0,1,0,0,0,1,225000.0,38.8
,2.0,1.0,1.0,,2.0,2.0,609.0,,51.2053885,4.4490757,3.6,flat,Antwerp,Flanders,F,,,,0,0,1,0,0,0,0,0,0,0,181900.0,48.1
60.0,1.0,1.0,,,,,,,51.0812561,3.7879419,,flat,East Flanders,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,284000.0,82.1
158.0,3.0,1.0,,,,,,,50.9095962,3.3557685,,house,West Flanders,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,419000.0,23.9
145.0,3.0,1.0,2.0,1987.0,4.0,,386.0,720.0,50.93589,5.584892,6.73,house,Limburg,Flanders,D,Normal,,Fuel oil,0,0,0,0,0,0,0,0,0,1,434000.0,52.0
71.0,2.0,1.0,,,,,,,50.7826931,4.3272273,,flat,Brussels,Brussels,E,,,,0,0,0,0,0,0,0,0,0,0,265000.0,69.4
60.0,2.0,1.0,,,,,,,51.16034,4.445745,,flat,Antwerp,Flanders,B,,,,0,0,0,0,0,0,0,0,0,0,250000.0,72.3
270.0,5.0,2.0,,,,,,,50.829113,4.4043441,,house,Brussels,Brussels,E,,,,0,0,0,0,0,0,0,0,0,0,950000.0,81.5
90.0,2.0,1.0,1.0,2009.0,,2.0,103.0,,51.3123743,3.1327685,13.13,flat,West Flanders,Flanders,B,,,,0,0,1,0,0,0,0,0,0,0,259900.0,63.8
154.0,3.0,2.0,2.0,1950.0,2.0,2.0,252.0,300.0,50.4315093,4.44718,2.31,house,Hainaut,Wallonia,C,Normal,Fully equipped,Gas,0,0,1,1,0,0,1,0,0,0,219999.0,5.9
47.0,1.0,1.0,,,,,,,51.050691,3.7014931,,flat,East Flanders,Flanders,A,,,,0,0,0,0,0,0,0,0,0,0,249000.0,79.3
73.0,2.0,1.0,,,,,,,50.5940088,5.8800043,,flat,Liège,Wallonia,E,,,,0,0,0,0,0,0,0,0,0,0,135000.0,38.4
83.0,2.0,1.0,,2027.0,,5.0,,,50.4972856,5.0969837,16.27,groundFloor,Namur,Wallonia,,Under construction,,,1,0,1,1,0,0,0,0,0,0,265000.0,54.5
118.0,,,,,,,,,51.0883995,2.9421528,,house,West Flanders,Flanders,F,,,,0,0,0,0,0,0,0,0,0,0,144900.0,58.4
125.0,3.0,2.0,3.0,1953.0,2.0,6.0,284.0,,50.8235717,4.3766927,3.19,flat,Brussels,Brussels,F,Excellent,Super equipped,Gas,0,0,1,0,0,1,1,0,0,0,530000.0,90.5
370.0,6.0,3.0,,,,,,,50.8679435,4.386373,,house,Brussels,Brussels,F,,,,0,0,0,0,0,0,0,0,0,0,895000.0,68.5
286.0,4.0,3.0,3.0,1990.0,4.0,1.0,191.0,1406.0,50.71469,4.3991,15.08,villa,Walloon Brabant,Wallonia,C,Excellent,Super equipped,Gas,0,0,1,1,1,0,1,0,0,1,1450000.0,73.6
90.0,,,,,,,,,50.4193,4.48392,,flat,Hainaut,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,145000.0,10.7
193.0,3.0,1.0,,1979.0,,,,1407.0,50.3117643,5.4122108,30.87,house,Luxembourg,Wallonia,,New,,Gas,1,0,0,0,0,0,0,0,0,0,495000.0,26.7
181.0,4.0,1.0,,,,,,,51.1699274,4.4603475,,house,Antwerp,Flanders,C,,,,0,0,0,0,0,0,0,0,0,0,430000.0,43.1
43.0,1.0,1.0,1.0,,2.0,3.0,186.0,,51.222092,4.4203617,1.28,flat,Antwerp,Flanders,B,Normal,Fully equipped,Hot air,0,0,0,0,0,0,0,0,1,0,150000.0,81.0
152.0,3.0,,,,,,,,50.42672625,4.54797057,,flat,Namur,Wallonia,B,,,,0,0,0,0,0,0,0,0,0,0,250000.0,11.2
160.0,4.0,1.0,1.0,1933.0,3.0,1.0,562.0,670.0,50.9155349,3.2464956,9.34,house,West Flanders,Flanders,F,To renovate,Fully equipped,Fuel oil,0,0,1,1,0,0,1,0,0,1,230000.0,27.6
,3.0,1.0,,,,,,,50.97718,4.63843,,house,Flemish Brabant,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,588000.0,58.1
191.0,4.0,1.0,2.0,1996.0,4.0,2.0,251.0,568.0,50.7717313,3.8579889,22.54,house,East Flanders,Flanders,C,Normal,,Gas,0,0,1,1,0,0,0,0,0,1,425000.0,22.0
203.0,5.0,1.0,3.0,,2.0,3.0,,,50.8235717,4.3766927,3.19,masterHouse,Brussels,Brussels,,Normal,,Gas,0,0,1,0,0,0,0,0,0,0,880000.0,90.5
80.0,1.0,1.0,2.0,2025.0,2.0,5.0,,,50.7786909,4.3425516,7.58,flat,Brussels,Brussels,,New,Super equipped,Gas,1,0,1,0,0,1,1,0,0,1,392500.0,83.5
268.0,4.0,1.0,,,,,,,50.96132,4.230603,,house,Flemish Brabant,Flanders,B,,,,0,0,0,0,0,0,0,0,0,0,448000.0,63.3
250.0,6.0,1.0,,1930.0,,,,,50.62565,5.71561,10.26,house,Liège,Wallonia,,,,,0,0,0,1,0,0,0,0,0,0,350000.0,35.0
188.0,3.0,1.0,2.0,,3.0,,51.0,432.0,50.873899,3.1758697,8.06,house,West Flanders,Flanders,A,Excellent,,Gas,0,0,1,1,0,0,0,0,0,1,425000.0,27.0
45.0,1.0,1.0,,,2.0,,298.0,,50.608334,4.141006,14.06,flat,Hainaut,Wallonia,D,,,Electricity,0,0,0,0,0,0,0,0,0,1,135000.0,32.5
100.0,2.0,1.0,,,,,112.0,,51.1225656,4.2085195,6.55,flat,East Flanders,Flanders,B,Normal,,Gas,0,0,1,0,0,1,0,0,0,0,450000.0,29.8
50.0,1.0,1.0,,,2.0,11.0,177.0,,50.5886574,4.3308649,15.31,flat,Walloon Brabant,Wallonia,C,Fully renovated,Fully equipped,,0,0,1,0,0,1,1,0,0,1,149000.0,41.0
260.0,3.0,1.0,,1973.0,4.0,,,713.0,50.8379214,4.2205653,9.13,villa,Flemish Brabant,Flanders,,Excellent,Super equipped,Fuel oil,0,0,1,1,0,0,1,0,0,1,699000.0,45.7
110.0,2.0,2.0,2.0,2021.0,,3.0,38.0,,50.792611,4.328551,6.2,flat,Brussels,Brussels,A,Excellent,Super equipped,Gas,0,0,1,0,0,1,1,0,0,0,499000.0,86.0
194.0,4.0,2.0,,1998.0,4.0,1.0,239.0,1002.0,50.8440191,4.2360386,8.0,villa,Flemish Brabant,Flanders,C,Normal,,Gas,0,0,1,1,0,0,0,0,0,0,649000.0,75.7
180.0,3.0,2.0,2.0,2025.0,2.0,,,280.0,51.1211857,4.4924876,,house,Antwerp,Flanders,A,,Fully equipped,,0,0,0,0,0,0,0,0,0,1,499000.0,54.7
420.0,5.0,2.0,,,,,,,50.8788227,4.4011687,,house,Brussels,Brussels,E,,,,0,0,0,0,0,0,0,0,0,0,850000.0,49.6
41.0,2.0,,3.0,1978.0,3.0,1.0,367.0,,50.43233,6.043065,21.79,flat,Liège,Wallonia,E,Excellent,,Electricity,0,0,1,0,0,0,0,0,0,0,95000.0,25.0
183.0,3.0,1.0,2.0,2001.0,4.0,,230.0,591.0,51.14872,4.052372,6.63,house,East Flanders,Flanders,C,Normal,,Gas,0,0,1,1,0,0,0,0,0,1,519000.0,31.6
197.0,4.0,1.0,,,,,,,50.8677848,4.1457979,,villa,Flemish Brabant,Flanders,C,,,,0,0,0,0,0,0,0,0,0,0,540000.0,39.0
161.0,3.0,2.0,2.0,2026.0,4.0,2.0,,,50.5063517,5.4166769,10.44,duplex,Liège,Wallonia,,New,,Hot air,1,0,1,0,0,1,1,1,0,0,498750.0,74.3
,,1.0,1.0,,,,377.0,,51.11392,2.6244,19.43,flatStudio,West Flanders,Flanders,D,Excellent,,,0,0,1,0,0,1,0,0,0,0,127000.0,96.8
181.0,3.0,4.0,6.0,2028.0,2.0,5.0,20.0,,50.83156,4.43569,6.25,flat,Brussels,Brussels,A,New,,,1,0,1,1,0,1,0,1,0,1,1375000.0,97.0
92.0,2.0,1.0,2.0,2025.0,2.0,5.0,45.0,,50.7953994,4.3448834,5.72,flat,Brussels,Brussels,A,New,Super equipped,,1,0,1,0,0,1,0,0,0,1,522500.0,83.9
101.0,1.0,1.0,,,,4.0,144.0,,50.8502623,4.3488807,0.4,flat,Brussels,Brussels,C,Normal,,Gas,0,0,0,0,0,0,0,0,0,0,395000.0,86.8
,2.0,1.0,,,,,,,50.582744,5.4227161,,house,Liège,Wallonia,G,,,,0,0,0,0,0,0,0,0,0,0,190000.0,8.1
,2.0,2.0,,,,,,,51.1089155,2.6046921,,flat,West Flanders,Flanders,A,,,,0,0,0,0,0,0,0,0,0,0,1249000.0,77.6
48.0,1.0,,,,,,,,50.83536,4.34443,,flat,Brussels,Brussels,G,,,,0,0,0,0,0,0,0,0,0,0,150000.0,71.1
65.0,2.0,1.0,1.0,1985.0,2.0,5.0,93.0,,51.3537443,3.2937502,,flat,West Flanders,Flanders,A,B,Super equipped,Gas,0,0,1,0,0,1,0,0,0,0,625000.0,99.0
,2.0,1.0,1.0,,2.0,,651.0,,50.4977036,3.7103012,18.07,house,Hainaut,Wallonia,G,To be renovated,,Gas,0,0,0,1,0,0,0,0,0,0,130000.0,21.0
,2.0,,,,,,,,50.3359238,4.4980834,9.15,house,Hainaut,Wallonia,,,,,0,0,0,1,0,0,0,0,0,0,100000.0,39.0
133.0,3.0,,,,3.0,,305.0,445.0,50.7785883,5.6931844,8.1,house,Liège,Wallonia,D,,,,0,0,1,0,0,0,0,0,0,1,259000.0,20.0
,6.0,1.0,,,4.0,,989.0,,51.0364635,4.773692899999999,,house,Antwerp,Flanders,F,,,,0,0,0,0,0,0,0,0,0,0,360000.0,23.5
91.0,2.0,1.0,,,,,,,51.0362526,5.2881997,,flat,Limburg,Flanders,,,,,0,0,0,0,0,0,0,0,0,0,259933.0,36.6
156.0,3.0,2.0,2.0,2022.0,3.0,4.0,84.0,,50.6969022,4.3538379,16.66,penthouse,Walloon Brabant,Wallonia,A,,Super equipped,Hot air,1,0,1,1,0,1,0,0,0,0,599000.0,77.5
35.0,1.0,1.0,,,,,,,50.6458883,5.587841,,flatStudio,Liège,Wallonia,D,,,,0,0,0,0,0,0,0,0,0,0,109000.0,47.7
72.0,2.0,1.0,,1995.0,2.0,5.0,226.0,,51.2157406,2.9066406,1.18,flat,West Flanders,Flanders,C,To be renovated,,,0,0,1,0,0,1,0,0,0,0,149000.0,37.5
108.0,3.0,1.0,,1974.0,3.0,,298.0,,51.1672404,4.4440975,,flat,Antwerp,Flanders,C,C,Not equipped,Gas,0,0,0,0,0,0,1,0,0,0,219000.0,70.0
121.0,2.0,0.0,0.0,2025.0,,,27.0,,51.1392136,3.3330584,,flat,West Flanders,Flanders,A,,,,1,0,1,0,0,1,0,0,0,0,379000.0,49.1
64.0,1.0,1.0,1.0,1960.0,,1.0,248.0,,51.0238596,4.4737556,0.65,flat,Antwerp,Flanders,C,Normal,,,0,0,1,0,0,0,0,0,0,0,230000.0,66.2
83.0,2.0,1.0,,,,,,,50.8316214,4.3644099,,house,Brussels,Brussels,G,,,,0,0,0,0,0,0,0,0,0,0,380000.0,88.3
153.0,3.0,1.0,,,,,,,51.20941,3.22523,0.04,flat,West Flanders,Flanders,,,,,1,0,1,1,0,0,0,0,0,0,746831.0,70.5
81.0,2.0,1.0,1.0,1931.0,3.0,3.0,394.0,,50.792153,4.3190845,6.44,flat,Brussels,Brussels,G,Normal,Fully equipped,Gas,0,0,1,0,0,0,1,0,0,0,275000.0,84.7
240.0,6.0,1.0,,,,,,,51.12207,5.255136,,house,Limburg,Flanders,C,,,,0,0,0,0,0,0,0,0,0,0,496000.0,37.4
77.0,2.0,1.0,1.0,,2.0,2.0,561.0,,50.64364655,5.6037114,2.14,flat,Liège,Wallonia,G,,,Gas,0,0,0,0,0,0,0,0,0,0,112900.0,13.8
139.0,3.0,1.0,,,3.0,1.0,445.0,402.0,50.4443909,3.8645777,6.59,house,Hainaut,Wallonia,F,Normal,,Hot air,0,0,1,1,0,0,0,0,0,0,118000.0,4.8
130.0,4.0,2.0,2.0,1896.0,2.0,3.0,243.0,,50.8363943,4.330434,1.78,duplex,Brussels,Brussels,E,Normal,Fully equipped,,0,0,0,0,0,0,0,0,0,0,235000.0,31.6
89.0,2.0,1.0,1.0,,2.0,4.0,,,50.8131387,3.3326118,5.04,flat,West Flanders,Flanders,,New,Fully equipped,,1,0,1,1,0,1,0,0,0,1,399950.0,79.3
400.0,6.0,4.0,4.0,,2.0,4.0,264.0,186.0,51.2117581,3.231342,,house,West Flanders,Flanders,C,A,Fully equipped,,0,0,0,1,0,0,1,0,0,0,1385000.0,79.8
165.0,3.0,3.0,,,2.0,,,,50.8235717,4.3766927,3.19,flat,Brussels,Brussels,,,,Fuel oil,0,0,1,0,0,0,0,0,0,0,990000.0,90.5
60.0,2.0,1.0,1.0,,4.0,,203.0,896.0,50.3101216,5.3696729,31.79,chalet,Namur,Wallonia,C,,,Gas,0,0,1,1,0,0,0,0,0,0,209000.0,33.5
99.0,2.0,2.0,,1958.0,,6.0,272.0,,50.837809,4.4037977,3.91,flat,Brussels,Brussels,E,Normal,,Gas,0,0,0,0,0,1,0,0,0,0,545000.0,88.7
208.0,3.0,1.0,2.0,1968.0,3.0,4.0,247.0,364.0,50.9259997,3.2574788,9.72,house,West Flanders,Flanders,C,Normal,Super equipped,Gas,0,0,1,1,0,0,1,0,0,1,312000.0,27.6
77.0,1.0,1.0,1.0,1949.0,2.0,6.0,223.0,,50.8235717,4.3766927,3.19,flat,Brussels,Brussels,E,Normal,,Fuel oil,0,0,1,0,0,1,0,0,0,0,352000.0,90.5
220.0,4.0,1.0,,1969.0,3.0,,604.0,10.0,50.9237045,5.4165787,,house,Limburg,Flanders,F,C,,Fuel oil,0,0,1,0,0,0,1,0,0,1,257000.0,30.5
132.0,3.0,,,,,,,,50.6868,4.2191,,flat,Walloon Brabant,Wallonia,A,,,,0,0,0,0,0,0,0,0,0,0,383000.0,55.3
104.0,2.0,1.0,,,,,,,50.8548586,4.4142718,,flat,Brussels,Brussels,A,,,,0,0,0,0,0,0,0,0,0,0,435000.0,82.4
,6.0,3.0,,,,,,,51.1876814,4.1424112,,flat,East Flanders,Flanders,A,,,,0,0,0,0,0,0,0,0,0,0,649000.0,34.3
130.0,3.0,2.0,,,,,,,51.0682778,4.1509208,,house,East Flanders,Flanders,D,,,,0,0,0,0,0,0,0,0,0,0,199000.0,16.2
,3.0,1.0,,,2.0,,,,51.35841,4.8634,35.58,house,Antwerp,Flanders,,New,,,1,0,0,1,0,0,0,0,0,0,411500.0,27.2
71.0,2.0,1.0,1.0,,,,262.0,,50.7826931,4.3272273,7.29,flat,Brussels,Brussels,E,,,Gas,0,0,0,0,0,0,0,0,0,0,265000.0,69.4
200.0,3.0,2.0,,,,,,,51.1762082,4.3028453,,house,East Flanders,Flanders,C,,,,0,0,0,0,0,0,0,0,0,0,365000.0,21.7
101.0,3.0,1.0,1.0,,,,,,50.6450291,5.5320949,2.91,flat,Liège,Wallonia,,New,,,1,0,1,0,0,0,1,0,0,0,309027.0,69.6
208.0,3.0,2.0,3.0,1993.0,4.0,1.0,216.0,940.0,50.9365236,3.1340391,1.4,house,West Flanders,Flanders,C,Normal,Fully equipped,,0,0,1,1,1,0,0,0,0,1,775000.0,61.7
93.0,2.0,1.0,,,,,,,51.0524394,5.7401187,19.37,flat,Limburg,Flanders,,New,Fully equipped,,1,0,1,1,0,0,0,1,0,0,277950.0,44.7
278.0,4.0,2.0,3.0,1899.0,2.0,2.0,150.0,306.0,51.1288188,4.5711375,12.88,masterHouse,Antwerp,Flanders,B,Normal,,Gas,0,0,0,1,0,0,1,0,1,0,849000.0,44.0
