refnis,lat,lon,municipality,province,region
85007,49.72013,5.39146,Chiny,Luxembourg,Wallonia
85009,49.66392,5.60897,Etalle,Luxembourg,Wallonia
85011,49.70772,5.27549,Florenville,Luxembourg,Wallonia
85024,49.60366,5.46996,Meix-devant-Virton,Luxembourg,Wallonia
85026,49.56943,5.68095,Musson,Luxembourg,Wallonia
85034,49.61823,5.67648,Saint-Léger,Luxembourg,Wallonia
85039,49.68591,5.48443,Tintigny,Luxembourg,Wallonia
85045,49.5712,5.57226,Virton,Luxembourg,Wallonia
85046,49.73501,5.61713,Habay,Luxembourg,Wallonia
85047,49.53543,5.48384,Rouvroy,Luxembourg,Wallonia
91005,50.31877,4.80999,Anhée,Namur,Wallonia
91013,50.09313,4.95261,Beauraing,Namur,Wallonia
91015,49.92199,5.01965,Bièvre,Namur,Wallonia
91030,50.26947,5.12261,Ciney,Namur,Wallonia
91034,50.24949,4.94323,Dinant,Namur,Wallonia
91054,49.98443,4.90277,Gedinne,Namur,Wallonia
91059,50.33702,5.13962,Hamois,Namur,Wallonia
91064,50.36118,5.24816,Havelange,Namur,Wallonia
91072,50.18605,5.00287,Houyet,Namur,Wallonia
91103,50.26024,4.81223,Onhaye,Namur,Wallonia
91114,50.15699,5.1692,Rochefort,Namur,Wallonia
91120,50.29965,5.31878,Somme-Leuze,Namur,Wallonia
91141,50.32531,4.94068,Yvoir,Namur,Wallonia
91142,50.19499,4.82574,Hastière,Namur,Wallonia
91143,49.85029,4.91578,Vresse-sur-Semois,Namur,Wallonia
92003,50.48675,5.05782,Andenne,Namur,Wallonia
92006,50.37547,4.993,Assesse,Namur,Wallonia
92035,50.58661,4.89389,Eghezée,Namur,Wallonia
92045,50.43498,4.75571,Floreffe,Namur,Wallonia
92048,50.39322,4.68101,Fosses-la-Ville,Namur,Wallonia
92054,50.42245,5.05342,Gesves,Namur,Wallonia
92087,50.3232,4.67122,Mettet,Namur,Wallonia
92094,50.46045,4.87258,Namen,Namur,Wallonia
92097,50.43576,5.16638,Ohey,Namur,Wallonia
92101,50.37521,4.82867,Profondeville,Namur,Wallonia
92114,50.52667,4.60268,Sombreffe,Namur,Wallonia
92137,50.44657,4.62073,Sambreville,Namur,Wallonia
92138,50.55398,4.98722,Fernelmont,Namur,Wallonia
92140,50.4717,4.67617,Jemeppe-sur-Sambre,Namur,Wallonia
92141,50.52975,4.80978,La Bruyère,Namur,Wallonia
92142,50.5543,4.70911,Gembloux,Namur,Wallonia
93010,50.17953,4.43674,Cerfontaine,Namur,Wallonia
93014,50.03787,4.48093,Couvin,Namur,Wallonia
93018,50.14424,4.69904,Doische,Namur,Wallonia
93022,50.25382,4.63116,Florennes,Namur,Wallonia
93056,50.16922,4.58787,Philippeville,Namur,Wallonia
93088,50.26661,4.43495,Walcourt,Namur,Wallonia
93090,50.05385,4.62524,Viroinval,Namur,Wallonia
