refnis,postal_code_main,n_postal_codes,municipality,province,region,year,property_type,median_price_eur,n_transactions,n_quarters
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2010,apartments,129525,568,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2011,apartments,130534,602,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2012,apartments,133829,631,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2013,apartments,134295,563,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2014,apartments,132994,575,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2015,apartments,135450,567,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2016,apartments,136649,564,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2017,apartments,149391,661,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2018,apartments,146991,688,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2019,apartments,149944,852,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2020,apartments,169635,685,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2021,apartments,183083,770,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2022,apartments,188972,739,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2023,apartments,198411,771,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2024,apartments,198441,675,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2025,apartments,210647,928,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2010,houses_all,231386,207,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2011,houses_all,238720,200,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2012,houses_all,253628,218,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2013,houses_all,243920,188,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2014,houses_all,245119,202,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2015,houses_all,256719,192,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2016,houses_all,264354,195,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2017,houses_all,262005,216,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2018,houses_all,266950,220,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2019,houses_all,287795,254,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2020,houses_all,302405,174,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2021,houses_all,330116,233,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2022,houses_all,331236,191,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2023,houses_all,343360,203,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2024,houses_all,345604,182,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2025,houses_all,347289,201,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2010,houses_closed,231393,206,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2011,houses_closed,237194,196,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2012,houses_closed,252045,209,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2013,houses_closed,238588,182,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2014,houses_closed,242235,196,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2015,houses_closed,255526,190,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2016,houses_closed,264069,188,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2017,houses_closed,259701,211,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2018,houses_closed,264038,213,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2019,houses_closed,286392,250,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2020,houses_closed,301108,167,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2021,houses_closed,327471,227,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2022,houses_closed,331236,191,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2023,houses_closed,339576,198,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2024,houses_closed,345480,177,4
21001,1070,1,ANDERLECHT,Brussels-Capital,Brussels,2025,houses_closed,345330,193,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2010,apartments,181243,177,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2011,apartments,194353,184,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2012,apartments,217787,197,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2013,apartments,215691,186,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2014,apartments,231352,182,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2015,apartments,215738,187,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2016,apartments,223940,216,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2017,apartments,238663,184,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2018,apartments,238628,180,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2019,apartments,241705,234,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2020,apartments,278278,209,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2021,apartments,289029,273,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2022,apartments,295000,267,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2023,apartments,297328,224,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2024,apartments,310670,220,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2025,apartments,320878,262,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2010,houses_all,350270,148,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2011,houses_all,363310,113,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2012,houses_all,377500,132,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2013,houses_all,380647,139,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2014,houses_all,369843,159,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2015,houses_all,403249,167,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2016,houses_all,404652,135,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2017,houses_all,426643,140,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2018,houses_all,421267,146,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2019,houses_all,451226,168,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2020,houses_all,484034,145,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2021,houses_all,561558,165,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2022,houses_all,533839,155,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2023,houses_all,562970,133,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2024,houses_all,536839,155,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2025,houses_all,570057,141,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2010,houses_closed,343102,137,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2011,houses_closed,359500,105,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2012,houses_closed,364840,122,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2013,houses_closed,364180,128,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2014,houses_closed,367432,148,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2015,houses_closed,395096,154,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2016,houses_closed,392711,123,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2017,houses_closed,417638,130,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2018,houses_closed,416920,138,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2019,houses_closed,446122,156,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2020,houses_closed,481721,140,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2021,houses_closed,554092,157,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2022,houses_closed,530517,149,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2023,houses_closed,552912,125,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2024,houses_closed,525092,146,4
21002,1160,1,AUDERGHEM,Brussels-Capital,Brussels,2025,houses_closed,564508,132,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2010,apartments,148935,124,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2011,apartments,149991,137,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2012,apartments,152082,141,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2013,apartments,156646,127,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2014,apartments,149406,139,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2015,apartments,143137,130,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2016,apartments,163656,170,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2017,apartments,155609,156,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2018,apartments,172299,186,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2019,apartments,176484,159,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2020,apartments,187646,137,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2021,apartments,202465,184,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2022,apartments,209644,156,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2023,apartments,211841,170,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2024,apartments,219674,190,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2025,apartments,223520,151,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2010,houses_all,267234,77,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2011,houses_all,292067,75,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2012,houses_all,263750,57,1
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2013,houses_all,292983,73,3
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2014,houses_all,280913,78,3
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2015,houses_all,274527,64,3
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2016,houses_all,285657,99,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2017,houses_all,296944,99,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2018,houses_all,331478,82,3
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2019,houses_all,329667,75,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2020,houses_all,335250,57,2
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2021,houses_all,369734,94,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2022,houses_all,399756,90,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2023,houses_all,378825,90,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2024,houses_all,425000,62,1
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2025,houses_all,401780,91,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2010,houses_closed,266581,74,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2011,houses_closed,293621,73,3
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2012,houses_closed,263750,57,1
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2013,houses_closed,289293,70,3
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2014,houses_closed,280913,78,3
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2015,houses_closed,269243,60,2
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2016,houses_closed,287216,97,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2017,houses_closed,296403,98,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2018,houses_closed,331561,81,3
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2019,houses_closed,329667,75,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2020,houses_closed,340237,54,2
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2021,houses_closed,369086,93,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2022,houses_closed,380284,82,3
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2023,houses_closed,374338,85,4
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2024,houses_closed,425000,61,1
21003,1082,1,BERCHEM-SAINTE-AGATHE,Brussels-Capital,Brussels,2025,houses_closed,401929,85,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2010,apartments,165822,962,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2011,apartments,174338,1160,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2012,apartments,179062,1131,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2013,apartments,179743,1111,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2014,apartments,179869,1060,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2015,apartments,184343,968,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2016,apartments,190334,1095,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2017,apartments,193126,1326,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2018,apartments,198245,1317,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2019,apartments,222073,1189,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2020,apartments,238402,1186,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2021,apartments,247753,1401,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2022,apartments,266497,1624,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2023,apartments,252558,1357,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2024,apartments,267958,1437,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2025,apartments,272643,1692,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2010,houses_all,268198,247,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2011,houses_all,272141,248,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2012,houses_all,276960,261,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2013,houses_all,288051,224,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2014,houses_all,293469,209,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2015,houses_all,310519,211,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2016,houses_all,308260,278,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2017,houses_all,330973,298,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2018,houses_all,321750,262,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2019,houses_all,341024,271,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2020,houses_all,362632,247,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2021,houses_all,384409,263,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2022,houses_all,398578,252,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2023,houses_all,402689,238,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2024,houses_all,406063,221,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2025,houses_all,423455,232,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2010,houses_closed,266074,242,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2011,houses_closed,269265,245,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2012,houses_closed,275186,256,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2013,houses_closed,282773,211,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2014,houses_closed,289306,198,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2015,houses_closed,300218,197,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2016,houses_closed,304176,267,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2017,houses_closed,323000,285,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2018,houses_closed,312968,251,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2019,houses_closed,334759,259,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2020,houses_closed,359286,238,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2021,houses_closed,379574,257,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2022,houses_closed,396623,247,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2023,houses_closed,396451,233,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2024,houses_closed,397956,214,4
21004,1000,6,BRUXELLES,Brussels-Capital,Brussels,2025,houses_closed,414102,220,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2010,apartments,177570,424,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2011,apartments,175470,383,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2012,apartments,194047,386,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2013,apartments,209607,388,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2014,apartments,206229,341,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2015,apartments,207993,373,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2016,apartments,218793,397,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2017,apartments,225510,524,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2018,apartments,219501,375,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2019,apartments,247912,388,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2020,apartments,265829,347,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2021,apartments,274382,463,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2022,apartments,283786,468,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2023,apartments,300630,424,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2024,apartments,299931,436,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2025,apartments,307072,485,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2010,houses_all,355250,66,2
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2011,houses_all,400648,66,3
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2012,houses_all,436000,59,1
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2013,houses_all,475283,68,3
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2014,houses_all,444904,71,2
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2015,houses_all,500000,65,1
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2016,houses_all,446645,77,3
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2017,houses_all,451935,74,3
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2018,houses_all,495000,64,2
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2019,houses_all,519829,61,2
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2020,houses_all,589362,74,2
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2021,houses_all,680471,81,2
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2022,houses_all,622865,96,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2023,houses_all,603565,70,3
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2024,houses_all,649052,82,3
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2025,houses_all,590750,60,1
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2010,houses_closed,355250,66,2
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2011,houses_closed,400648,66,3
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2012,houses_closed,436000,59,1
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2013,houses_closed,475283,68,3
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2014,houses_closed,444904,71,2
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2015,houses_closed,500000,65,1
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2016,houses_closed,446645,77,3
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2017,houses_closed,451935,74,3
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2018,houses_closed,495000,64,2
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2019,houses_closed,519829,61,2
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2020,houses_closed,589362,74,2
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2021,houses_closed,680471,81,2
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2022,houses_closed,622865,96,4
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2023,houses_closed,603565,70,3
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2024,houses_closed,649052,82,3
21005,1040,1,ETTERBEEK,Brussels-Capital,Brussels,2025,houses_closed,590750,60,1
21006,1140,1,EVERE,Brussels-Capital,Brussels,2010,apartments,157379,273,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2011,apartments,154317,284,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2012,apartments,157502,302,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2013,apartments,163223,249,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2014,apartments,158788,280,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2015,apartments,157770,296,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2016,apartments,161990,302,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2017,apartments,167882,285,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2018,apartments,184646,314,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2019,apartments,192788,396,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2020,apartments,212059,305,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2021,apartments,217171,431,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2022,apartments,231168,423,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2023,apartments,245566,325,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2024,apartments,244663,386,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2025,apartments,249718,456,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2010,houses_all,292444,69,3
21006,1140,1,EVERE,Brussels-Capital,Brussels,2011,houses_all,279667,69,3
21006,1140,1,EVERE,Brussels-Capital,Brussels,2012,houses_all,269551,78,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2013,houses_all,282059,57,2
21006,1140,1,EVERE,Brussels-Capital,Brussels,2014,houses_all,277500,60,1
21006,1140,1,EVERE,Brussels-Capital,Brussels,2015,houses_all,312016,75,3
21006,1140,1,EVERE,Brussels-Capital,Brussels,2016,houses_all,294679,64,2
21006,1140,1,EVERE,Brussels-Capital,Brussels,2017,houses_all,294497,61,2
21006,1140,1,EVERE,Brussels-Capital,Brussels,2018,houses_all,325877,74,3
21006,1140,1,EVERE,Brussels-Capital,Brussels,2019,houses_all,338830,74,2
21006,1140,1,EVERE,Brussels-Capital,Brussels,2020,houses_all,363838,68,3
21006,1140,1,EVERE,Brussels-Capital,Brussels,2021,houses_all,373345,87,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2022,houses_all,399829,83,3
21006,1140,1,EVERE,Brussels-Capital,Brussels,2023,houses_all,428977,70,2
21006,1140,1,EVERE,Brussels-Capital,Brussels,2024,houses_all,390286,59,2
21006,1140,1,EVERE,Brussels-Capital,Brussels,2010,houses_closed,291453,68,3
21006,1140,1,EVERE,Brussels-Capital,Brussels,2011,houses_closed,279667,69,3
21006,1140,1,EVERE,Brussels-Capital,Brussels,2012,houses_closed,269551,78,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2013,houses_closed,282059,57,2
21006,1140,1,EVERE,Brussels-Capital,Brussels,2014,houses_closed,277500,60,1
21006,1140,1,EVERE,Brussels-Capital,Brussels,2015,houses_closed,311393,74,3
21006,1140,1,EVERE,Brussels-Capital,Brussels,2016,houses_closed,294679,64,2
21006,1140,1,EVERE,Brussels-Capital,Brussels,2017,houses_closed,294497,61,2
21006,1140,1,EVERE,Brussels-Capital,Brussels,2018,houses_closed,325877,74,3
21006,1140,1,EVERE,Brussels-Capital,Brussels,2019,houses_closed,338830,74,2
21006,1140,1,EVERE,Brussels-Capital,Brussels,2020,houses_closed,363838,68,3
21006,1140,1,EVERE,Brussels-Capital,Brussels,2021,houses_closed,373345,87,4
21006,1140,1,EVERE,Brussels-Capital,Brussels,2022,houses_closed,399829,83,3
21006,1140,1,EVERE,Brussels-Capital,Brussels,2023,houses_closed,428977,69,2
21006,1140,1,EVERE,Brussels-Capital,Brussels,2024,houses_closed,390286,59,2
21007,1190,1,FOREST,Brussels-Capital,Brussels,2010,apartments,157457,453,4
21007,1190,1,FOREST,Brussels-Capital,Brussels,2011,apartments,167148,503,4
21007,1190,1,FOREST,Brussels-Capital,Brussels,2012,apartments,175025,472,4
21007,1190,1,FOREST,Brussels-Capital,Brussels,2013,apartments,178889,402,4
21007,1190,1,FOREST,Brussels-Capital,Brussels,2014,apartments,181378,459,4
21007,1190,1,FOREST,Brussels-Capital,Brussels,2015,apartments,182247,495,4
21007,1190,1,FOREST,Brussels-Capital,Brussels,2016,apartments,184156,452,4
21007,1190,1,FOREST,Brussels-Capital,Brussels,2017,apartments,197114,462,4
21007,1190,1,FOREST,Brussels-Capital,Brussels,2018,apartments,206142,506,4
21007,1190,1,FOREST,Brussels-Capital,Brussels,2019,apartments,210570,445,4
21007,1190,1,FOREST,Brussels-Capital,Brussels,2020,apartments,242604,470,4
21007,1190,1,FOREST,Brussels-Capital,Brussels,2021,apartments,255326,537,4
